DISTRICT,AREA_CLUSTER_OF_AREAS,TOTAL_NUMBER_OF_VENUES,TOTAL_NUMBER_OF_EGMS,TOTAL_GMP_NZD,DATE,INDEX
SELWYN DISTRICT,Darfield/ Prebbleton,3,20,165125.94,2011-03-01,4
SELWYN DISTRICT,Dunsandel/ Rolleston,3,31,368702.59,2011-03-01,4
SOUTH TARANAKI DISTRICT,Patea/ Waverley,3,21,113690.19,2011-03-01,4
SOUTH TARANAKI DISTRICT,Hawera,6,74,818519.01,2011-03-01,4
SOUTH TARANAKI DISTRICT,Manaia/ Opunake,3,25,239840.29,2011-03-01,4
WAITAKERE CITY,Hobsonville/Massey/ Swanson/ Waitakere/West Harbour,8,98,1275813.16,2011-03-01,4
WAITAKI DISTRICT,Hampden/ Maheno/ Palmerston,3,20,101154.72,2011-03-01,4
WELLINGTON CITY,Johnsonville/Tawa South,7,108,1261885.61,2011-03-01,4
HOROWHENUA DISTRICT,Mangaore-Manakau/ Shannon,3,27,133546.83,2010-09-01,4
HOROWHENUA DISTRICT,Foxton,3,35,272048.33,2010-09-01,4
INVERCARGILL CITY,Bluff,3,25,128757.6,2010-09-01,4
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Hawea Flat,3,23,141841.08,2010-09-01,4
ASHBURTON DISTRICT,Ashburton,8,120,1016025.65,2010-06-01,3
ASHBURTON DISTRICT,Hinds/ Methven/ Rakaia,5,34,178854.51,2010-06-01,3
AUCKLAND CITY,Newton,9,125,1088082.43,2010-06-01,3
AUCKLAND CITY,Auckland City,17,236,3374682.43,2010-06-01,3
AUCKLAND CITY,Otahuhu,11,172,2407217.01,2010-06-01,3
AUCKLAND CITY,Onehunga,8,106,1590101.68,2010-06-01,3
AUCKLAND CITY,Royal Oak,4,72,816777.23,2010-06-01,3
AUCKLAND CITY,Epsom/ Mt Eden/ Parnell,4,43,953169.25,2010-06-01,3
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,5,46,845782.49,2010-06-01,3
AUCKLAND CITY,Ellerslie/ Greenlane,4,51,512520.38,2010-06-01,3
AUCKLAND CITY,Glendowie/ Orakei,4,30,144832.83,2010-06-01,3
AUCKLAND CITY,Eden Terrace/ Grafton/ Penrose,4,63,1067117.59,2010-06-01,3
AUCKLAND CITY,Mt Roskill/ Sandringham/ Three Kings,5,38,663234.1,2010-06-01,3
AUCKLAND CITY,Point Chevalier,5,76,937926.14,2010-06-01,3
AUCKLAND CITY,Balmoral/ Glen Innes/ Kingsland,5,79,1526253.92,2010-06-01,3
AUCKLAND CITY,Panmure,7,102,1468328.7,2010-06-01,3
AUCKLAND CITY,Ostend/ Surfdale (Waiheke),3,27,271701.75,2010-06-01,3
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,6,74,942225.13,2010-06-01,3
BULLER DISTRICT,Westport,6,60,458999.51,2010-06-01,3
BULLER DISTRICT,Cape Foulwind/ Karamea/ Reefton,4,22,139521.67,2010-06-01,3
CARTERTON DISTRICT,Carterton,3,45,307326.29,2010-06-01,3
CENTRAL OTAGO DISTRICT,Alexandra,4,59,397863.16,2010-06-01,3
CENTRAL OTAGO DISTRICT,Clyde/ Millers Flat/ Omakau/ Ophir/ Ranfurly,5,18,93825.76,2010-06-01,3
CENTRAL OTAGO DISTRICT,Cromwell,4,52,285221.89,2010-06-01,3
CENTRAL OTAGO DISTRICT,Roxburgh,3,10,45653.24,2010-06-01,3
CHATHAM ISLANDS DISTRICT,Chatham Islands,1,2,35066.74,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Avonhead/ Sockburn/ Upper Riccarton,4,72,1123929.58,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Christchurch Central,14,212,1748731.12,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,New Brighton,8,113,1020902.39,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Barrington/ Hillmorton/ Hoon Hay/ Spreydon,4,60,734395.56,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Addington/ Middleton/ Waltham,4,64,781672.86,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Belfast/ Kainga,3,40,487796.72,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Aranui/ Bromley/ Richmond/ Wainoni,5,90,1130517.86,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Halswell,3,45,649008.83,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Riccarton,6,107,1023075.59,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood,6,84,915356.14,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,North New Brighton/ Parklands/ Waimari Beach,4,63,669882.17,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Sydenham,5,75,662356.69,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,St Albans,3,54,531950.14,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Hornby,5,90,952994.73,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Bishopdale,3,54,1071143.02,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Philipstown,3,51,512541.16,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Islington/ Templeton/ West Melton/ Yaldhurst,5,78,761692.32,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Shirley,5,76,782083.61,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Lyttleton,3,29,155414.37,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Linwood,4,72,839998.4,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Woolston,3,54,715887.17,2010-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Papanui,4,54,681449.54,2010-06-01,3
CLUTHA DISTRICT,Kaitangata/ Milton/ Owaka,4,28,159890.41,2010-06-01,3
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,4,13,73488.17,2010-06-01,3
CLUTHA DISTRICT,Balclutha,4,39,261471.88,2010-06-01,3
DUNEDIN CITY,Green Island,3,35,307293.38,2010-06-01,3
DUNEDIN CITY,Dunedin Central,10,132,1181943.18,2010-06-01,3
DUNEDIN CITY,Kaikorai/ North East Valley/ Normanby,5,52,422184.44,2010-06-01,3
DUNEDIN CITY,Caversham/ Kensington,3,45,340774.06,2010-06-01,3
DUNEDIN CITY,Concord/ Kew/ Mornington,3,45,453491.29,2010-06-01,3
DUNEDIN CITY,Mosgiel,5,63,575900.21,2010-06-01,3
DUNEDIN CITY,St Kilda,4,45,424667.87,2010-06-01,3
FAR NORTH DISTRICT,Awanui/ Herekino/ Rawene/ Opononi/ Waipapakauri,5,45,277489.02,2010-06-01,3
FAR NORTH DISTRICT,Kaitaia,5,81,949254.15,2010-06-01,3
FAR NORTH DISTRICT,Cooper’s Beach/ Maungonui/ Taipa Bay,3,37,207865.81,2010-06-01,3
FAR NORTH DISTRICT,Paihia,3,30,293340.94,2010-06-01,3
FAR NORTH DISTRICT,Kaikohe,4,56,715022.34,2010-06-01,3
FRANKLIN DISTRICT,Kaiaua/ Mercer,3,32,192820.5,2010-06-01,3
FRANKLIN DISTRICT,Pukekohe,8,114,1332001.11,2010-06-01,3
FRANKLIN DISTRICT,Clarks Beach/ Patumahoe,3,44,253151.8,2010-06-01,3
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,13,192,2299821.48,2010-06-01,3
GORE DISTRICT,Gore/ Mataura,7,85,883354.69,2010-06-01,3
GREY DISTRICT,Ahaura/ Dobson/ Paroa/ Taylorville,4,12,67441.98,2010-06-01,3
GREY DISTRICT,Greymouth,7,90,833782.48,2010-06-01,3
GREY DISTRICT,Cobden/ Rapahoe/ Runanga,3,14,89420.4,2010-06-01,3
HAMILTON CITY,Claudelands,3,45,565491.22,2010-06-01,3
HAMILTON CITY,Frankton,4,57,610427.66,2010-06-01,3
HAMILTON CITY,Hamilton Central,15,236,2333741.83,2010-06-01,3
HAMILTON CITY,Dinsdale/ Hillcrest/ Pukete,3,45,655053.69,2010-06-01,3
HAMILTON CITY,Glenview/ hamilton East,3,41,408073.64,2010-06-01,3
HAMILTON CITY,Nawton/ Te Rapa,3,54,1018409.28,2010-06-01,3
HASTINGS DISTRICT,Hastings Central,19,269,3301315.88,2010-06-01,3
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,5,82,796690.58,2010-06-01,3
HAURAKI DISTRICT,Waihi,4,54,412470.92,2010-06-01,3
HAURAKI DISTRICT,Ngatea/ Paeroa,4,54,526460.85,2010-06-01,3
HOROWHENUA DISTRICT,Levin,8,138,1552032.96,2010-06-01,3
HURUNUI DISTRICT,Hamner Springs,3,25,142625.51,2010-06-01,3
INVERCARGILL CITY,Invercargill Central,11,145,1469372.45,2010-06-01,3
INVERCARGILL CITY,Appleby/ Glengarry/ Strathern,4,72,1063322.35,2010-06-01,3
INVERCARGILL CITY,Hawthorndale/ Makarewa/ Waikiwi,3,44,829893.62,2010-06-01,3
KAIKOURA DISTRICT,Kaikoura Township,4,52,266595.08,2010-06-01,3
KAIPARA DISTRICT,Dargaville,4,37,377432.78,2010-06-01,3
KAIPARA DISTRICT,Kaiwaka/ Mangawhai,3,23,197142.45,2010-06-01,3
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai,3,9,81778.92,2010-06-01,3
KAPITI COAST DISTRICT,Paraparaumu,6,95,1109208.55,2010-06-01,3
KAPITI COAST DISTRICT,Otaki,5,72,524843.99,2010-06-01,3
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,4,57,593450.81,2010-06-01,3
KAWERAU DISTRICT,Kawerau,5,72,636264.4,2010-06-01,3
LOWER HUTT CITY,Lower Hutt Central,9,133,1625920.26,2010-06-01,3
LOWER HUTT CITY,Petone,8,135,1630216.61,2010-06-01,3
LOWER HUTT CITY,Eastbourne/ Holborn/ Stokes Valley/ Woburn,5,58,599126.31,2010-06-01,3
LOWER HUTT CITY,Moera/ Taita,3,44,498374.01,2010-06-01,3
LOWER HUTT CITY,Hutt Central,4,40,316763.45,2010-06-01,3
LOWER HUTT CITY,Wainuiomata,6,87,949215.15,2010-06-01,3
LOWER HUTT CITY,Naenae,4,48,707162.53,2010-06-01,3
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,5,41,177548.93,2010-06-01,3
MANAWATU DISTRICT,Bunnythorpe/ Longburn/ Rongotea,4,28,98006.8,2010-06-01,3
MANAWATU DISTRICT,Fielding,6,90,772843.08,2010-06-01,3
MANUKAU CITY,Howick,9,144,2281931.93,2010-06-01,3
MANUKAU CITY,Highland Park/ Beachlands-Maretai/ Whitford,3,30,402625.35,2010-06-01,3
MANUKAU CITY,Papatoetoe,8,102,2279682.88,2010-06-01,3
MANUKAU CITY,Manurewa,11,160,3322483.31,2010-06-01,3
MANUKAU CITY,Mangere Bridge,3,39,962196.02,2010-06-01,3
MANUKAU CITY,Manukau City,13,198,3468037.93,2010-06-01,3
MANUKAU CITY,Clendon/ Mangere East/ Wiri,3,41,480636.57,2010-06-01,3
MANUKAU CITY,Otara,5,81,1145407.06,2010-06-01,3
MANUKAU CITY,Mangere,4,63,1078826.91,2010-06-01,3
MANUKAU CITY,Pakuranga,4,62,1013155.07,2010-06-01,3
MANUKAU CITY,East Tamaki/ Flat Bush,3,36,707857.34,2010-06-01,3
MARLBOROUGH DISTRICT,Blenheim,10,163,1764520.68,2010-06-01,3
MARLBOROUGH DISTRICT,Picton,5,51,313555.48,2010-06-01,3
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,5,46,238027.44,2010-06-01,3
MASTERTON DISTRICT,Masterton,8,116,953873.55,2010-06-01,3
MATAMATA-PIAKO DISTRICT,Matamata,4,62,607065.68,2010-06-01,3
MATAMATA-PIAKO DISTRICT,Morrinsville,4,51,432809.09,2010-06-01,3
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,6,57,342722.5,2010-06-01,3
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,4,56,385486.36,2010-06-01,3
NAPIER CITY,Maraenui/ Onekawa/ Westshore,3,45,585656.89,2010-06-01,3
NAPIER CITY,Taradale,4,68,930091.73,2010-06-01,3
NELSON CITY,Nelson Central,12,181,1852458.4,2010-06-01,3
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,5,60,659172.6,2010-06-01,3
NEW PLYMOUTH DISTRICT,New Plymouth Central,17,240,2824335.54,2010-06-01,3
NEW PLYMOUTH DISTRICT,Waitara,4,49,411677.71,2010-06-01,3
NEW PLYMOUTH DISTRICT,Inglewood/ Oakura/ Okato,4,34,258081.05,2010-06-01,3
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,4,50,540800.39,2010-06-01,3
NORTH SHORE CITY,Albany,7,99,1300584.92,2010-06-01,3
NORTH SHORE CITY,Browns Bay,6,88,739166.34,2010-06-01,3
NORTH SHORE CITY,Greenhithe/ Northcote,3,45,387691.41,2010-06-01,3
NORTH SHORE CITY,Belmont/ Devonport/ Milford,5,88,689916.07,2010-06-01,3
NORTH SHORE CITY,Takapuna Central,7,111,1352731.66,2010-06-01,3
NORTH SHORE CITY,Birkenhead,6,58,510813.98,2010-06-01,3
OPOTIKI DISTRICT,Opotiki/ Te Kaha,5,65,626007.84,2010-06-01,3
OTOROHANGA DISTRICT,Kawhia/ Otorohanga,4,50,316216.79,2010-06-01,3
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,31,454,4338513.22,2010-06-01,3
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,12,203,3091497.65,2010-06-01,3
PORIRUA CITY,Porirua/ Judgeford,9,142,1927723.24,2010-06-01,3
PORIRUA CITY,Plimmerton/ Mana-Camborne/ Whitby,3,29,340586.85,2010-06-01,3
PORIRUA CITY,Cannon’s Creek/ Titihi Bay/  Waitangirua,5,54,796950.99,2010-06-01,3
QUEENSTOWN-LAKES DISTRICT,Wanaka,3,31,252441.98,2010-06-01,3
RANGITIKEI DISTRICT,Bulls,3,33,267338.28,2010-06-01,3
RANGITIKEI DISTRICT,Marton,3,36,325524.18,2010-06-01,3
RODNEY DISTRICT,Orewa,4,62,826384.11,2010-06-01,3
RODNEY DISTRICT,Huapai/ Kumeu/ Riverhead,4,54,332293.18,2010-06-01,3
RODNEY DISTRICT,Snell’s Beach/ Wellsford,3,33,291114.54,2010-06-01,3
RODNEY DISTRICT,Helensville/ Kaukapakapa/ Parakai,3,27,223751.54,2010-06-01,3
RODNEY DISTRICT,Warkworth,3,44,418132.1,2010-06-01,3
RODNEY DISTRICT,Gulf Harbour/ Red Beach/ Silverdale/ Stanmore Bay/ Whangaparoa,6,81,854601.08,2010-06-01,3
ROTORUA DISTRICT,Rotorua Central,19,296,4281481.9,2010-06-01,3
ROTORUA DISTRICT,Fenton Park/ Mangakakahi/ Pukehangi,3,48,515040.95,2010-06-01,3
ROTORUA DISTRICT,Ngongotaha/ Selwyn Heights,4,37,333490.47,2010-06-01,3
ROTORUA DISTRICT,Hillcrest/ Reporoa/ Tihiotonga,3,35,353118.43,2010-06-01,3
RUAPEHU DISTRICT,Taumarunui Central,4,54,418126.99,2010-06-01,3
RUAPEHU DISTRICT,Ohakune/ Raetihi/ Waioru,3,42,296313.19,2010-06-01,3
SELWYN DISTRICT,Leeston/ Lincoln/ Southbridge/ Springston,4,23,152903.38,2010-06-01,3
SOUTH WAIKATO DISTRICT,Tokoroa,8,133,1432817.98,2010-06-01,3
SOUTH WAIKATO DISTRICT,Putaruru/ Tirau,5,56,382806.47,2010-06-01,3
SOUTH WAIRARAPA DISTRICT,Featherston/ Martinborough,4,46,214966.64,2010-06-01,3
SOUTH WAIRARAPA DISTRICT,Greytown,3,31,180480.52,2010-06-01,3
SOUTHLAND DISTRICT,Riverton,4,26,127063.11,2010-06-01,3
SOUTHLAND DISTRICT,Winton,3,28,189131.74,2010-06-01,3
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,5,17,94899.3,2010-06-01,3
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,5,21,91174.45,2010-06-01,3
SOUTHLAND DISTRICT,Nightcaps/ Otautau,3,15,117673.76,2010-06-01,3
SOUTHLAND DISTRICT,Te Anau,3,31,210913.15,2010-06-01,3
STRATFORD DISTRICT,Stratford,5,49,407071.22,2010-06-01,3
TARARUA DISTRICT,Ekatahuna/ Ormandville/ Pongaroa/ Woodville,5,33,141829,2010-06-01,3
TARARUA DISTRICT,Pahiatua,4,33,197843.71,2010-06-01,3
TARARUA DISTRICT,Dannevirke,4,69,547825.01,2010-06-01,3
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,4,24,130108.94,2010-06-01,3
TASMAN DISTRICT,Richmond,5,81,773962.13,2010-06-01,3
TASMAN DISTRICT,Collingwood/ Riwaka/ Takaka,4,31,178981.35,2010-06-01,3
TASMAN DISTRICT,Motueka,4,54,569347.15,2010-06-01,3
TAUPO DISTRICT,Taupo,11,141,1726085.08,2010-06-01,3
TAUPO DISTRICT,Mangakino/ Turangi,4,56,378789.42,2010-06-01,3
TAURANGA DISTRICT,Tauranga Central,25,357,4366201.44,2010-06-01,3
TAURANGA DISTRICT,Mt Maunganui,13,154,1748423.54,2010-06-01,3
TAURANGA DISTRICT,Greerton/ Papamoa,5,66,1029262.51,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Coromandel,4,34,249506.28,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Whitianga,5,67,481167.28,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Thames,9,110,892378.54,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Whangamata,4,66,529414.95,2010-06-01,3
THAMES-COROMANDEL DISTRICT,Pauanui Beach/ Tairua,4,29,146677.08,2010-06-01,3
TIMARU DISTRICT,Timaru Gardens,5,72,870498.99,2010-06-01,3
TIMARU DISTRICT,Timaru,8,101,883702.08,2010-06-01,3
TIMARU DISTRICT,Geraldine,3,27,164940.21,2010-06-01,3
TIMARU DISTRICT,Temuka,5,51,324608.87,2010-06-01,3
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,11,157,2194346.16,2010-06-01,3
WAIKATO DISTRICT,Ngaruwahia,4,50,370581.05,2010-06-01,3
WAIKATO DISTRICT,Huntly,4,59,603477.33,2010-06-01,3
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,4,54,355015.36,2010-06-01,3
WAIKATO DISTRICT,Maramarua/ Rangiriri/ Te Kauwhata,3,30,224034.01,2010-06-01,3
WAIMAKARIRI DISTRICT,Kaiapoi,5,69,748705.77,2010-06-01,3
WAIMAKARIRI DISTRICT,Oxford/ Woodend,3,39,240289.62,2010-06-01,3
WAIMAKARIRI DISTRICT,Rangiora,6,89,755751.68,2010-06-01,3
WAIMATE DISTRICT,Waimate,4,30,225224.39,2010-06-01,3
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,7,105,1097418.97,2010-06-01,3
WAIPA DISTRICT,Cambridge,6,95,904915.53,2010-06-01,3
WAIROA DISTRICT,Mahia Beach/ Wairoa,4,58,628765.47,2010-06-01,3
WAITAKERE CITY,New Lynn,8,99,1519233.21,2010-06-01,3
WAITAKERE CITY,Henderson,10,162,3018473.29,2010-06-01,3
WAITAKERE CITY,Glen Eden,5,56,1015569.63,2010-06-01,3
WAITAKERE CITY,Kelston/ Titirangi,3,46,846360.62,2010-06-01,3
WAITAKERE CITY,Te Atatu,3,35,433126.77,2010-06-01,3
WAITAKI DISTRICT,Oamaru,6,83,719948.99,2010-06-01,3
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,5,26,88391.96,2010-06-01,3
WAITOMO DISTRICT,Awakino/ Piopio/ Te Kuiti,6,78,656605.52,2010-06-01,3
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,19,268,2680894.58,2010-06-01,3
WELLINGTON CITY,Lambton/ Seatoun/ Thorndon,3,25,261480.53,2010-06-01,3
WELLINGTON CITY,Kilbirnie,4,57,792845.86,2010-06-01,3
WELLINGTON CITY,Wellington Central,18,296,3992436.12,2010-06-01,3
WELLINGTON CITY,Newtown,4,72,853935.07,2010-06-01,3
WELLINGTON CITY,Brooklyn/ Karori,3,53,607748.91,2010-06-01,3
WELLINGTON CITY,Strathmore/ Te Aro,4,54,500459.31,2010-06-01,3
WELLINGTON CITY,Island Bay,3,25,284709.29,2010-06-01,3
WELLINGTON CITY,Crofton Downs/ Hataitai/ Miramar/ Newlands,4,61,738605.7,2010-06-01,3
WESTERN BAY OF PLENTY DISTRICT,Katikati,4,52,408215.84,2010-06-01,3
WESTERN BAY OF PLENTY DISTRICT,Te Puke,6,78,797346.65,2010-06-01,3
WESTERN BAY OF PLENTY DISTRICT,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,5,65,339614.43,2010-06-01,3
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,7,65,442508.87,2010-06-01,3
WHAKATANE DISTRICT,Whakatane Central,7,111,1576308.14,2010-06-01,3
WHAKATANE DISTRICT,Edgecumbe/ Matata/ Te Teko,3,40,351204.12,2010-06-01,3
WHAKATANE DISTRICT,Murupara/ Ohope/ Poroporo,4,47,231891.95,2010-06-01,3
WHANGAREI DISTRICT,Marsden Point/ Ruakaka/ Waipu,3,43,276736.12,2010-06-01,3
WHANGAREI DISTRICT,Hikurangi/ Kamo/ Parua Bay/ Tikipunga,5,58,613677.53,2010-06-01,3
WHANGAREI DISTRICT,Whangarei Central,16,224,2747944.21,2010-06-01,3
AUCKLAND CITY,Ponsonby,3,20,186101.22,2011-06-01,3
AUCKLAND CITY,Mission Bay/ Remuera,3,41,451821.24,2011-06-01,3
AUCKLAND CITY,Newmarket,3,54,476757.05,2011-06-01,3
CENTRAL HAWKE'S BAY DISTRICT,Ongaonga/ Otane/ Waipawa/Waipukurau,7,74,578051.67,2011-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Ferrymead/ Heathcote Valley/ Sumner,3,15,24814.44,2011-06-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Beckenham/ Cashmere/ Hilsborough/ Huntsbury/ Opawa,4,72,1253030.74,2011-06-01,3
DUNEDIN CITY,North Dunedin,3,36,228421.46,2011-06-01,3
DUNEDIN CITY,South Dunedin,3,42,397412.4,2011-06-01,3
DUNEDIN CITY,Waihola/ Waikouaiti,3,17,71382.75,2011-06-01,3
DUNEDIN CITY,Anderson's Bay/ Port Chalmers,3,26,182549,2011-06-01,3
FAR NORTH DISTRICT,Kaeo/ Kerikeri,3,50,589219.92,2011-06-01,3
FAR NORTH DISTRICT,Hukerenui/ Moerewa/ Opua/ Russell,5,31,284669.84,2011-06-01,3
FRANKLIN DISTRICT,Waiuku,3,45,535634.32,2011-06-01,3
FRANKLIN DISTRICT,Ramarama/ Tuakau,3,41,389708.66,2011-06-01,3
HURUNUI DISTRICT,Amberley/ Leithfield Beach,3,18,127144.19,2011-06-01,3
HURUNUI DISTRICT,Cheviot/ Harwarden/ Waipara,3,13,67715.97,2011-06-01,3
HURUNUI DISTRICT,Culverden/ Rotherham/ Waiau,3,8,39235.42,2011-06-01,3
INVERCARGILL CITY,Clifton/ Newfield/ Richmond,3,46,669948.96,2011-06-01,3
NAPIER CITY,Ahuriri,3,41,336746.28,2011-06-01,3
NAPIER CITY,Napier City/Marewa,10,171,2041196.26,2011-06-01,3
NORTH SHORE CITY,Glenfield / Mairangi Bay/ North Harbour,10,146,2733942.97,2011-06-01,3
QUEENSTOWN-LAKES DISTRICT,Queenstown,7,70,436057.49,2011-06-01,3
SELWYN DISTRICT,Colgate/ Sheffield/ Springfield,3,7,56808.24,2011-06-01,3
SELWYN DISTRICT,Darfield/ Prebbleton,3,20,181270.44,2011-06-01,3
SELWYN DISTRICT,Dunsandel/ Rolleston,4,37,478517.33,2011-06-01,3
SOUTH TARANAKI DISTRICT,Patea/ Waverley,3,21,128055.15,2011-06-01,3
SOUTH TARANAKI DISTRICT,Hawera,6,74,929566.76,2011-06-01,3
SOUTH TARANAKI DISTRICT,Manaia/ Opunake,3,25,248959.81,2011-06-01,3
WAITAKERE CITY,Hobsonville/Massey/ Swanson/ Waitakere/West Harbour,8,98,1407129.77,2011-06-01,3
WAITAKI DISTRICT,Hampden/ Maheno/ Palmerston,3,20,77771.81,2011-06-01,3
WELLINGTON CITY,Johnsonville/Tawa South,7,108,1437502.62,2011-06-01,3
HOROWHENUA DISTRICT,Mangaore-Manakau/ Shannon,3,27,128497.22,2011-03-01,3
HOROWHENUA DISTRICT,Foxton,3,35,248496.54,2011-03-01,3
INVERCARGILL CITY,Bluff,3,25,106146.54,2011-03-01,3
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Hawea Flat,3,23,169625.95,2011-03-01,3
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Normanby,4,33,166358.66,2011-03-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Akaroa/ Duvachelle,3,26,95184.35,2010-09-01,3
FAR NORTH DISTRICT,Kawakawa,3,40,445708.05,2010-09-01,3
HAMILTON CITY,Beerescourt/ Chartwell,3,36,586611.3,2010-09-01,3
RANGITIKEI DISTRICT,Hunterville/ Taihape,3,19,135229.57,2010-09-01,3
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Beckenham/ Cashmere/ Ferrymead/ Hilsborough/ Huntsbury/ Opawa/ Sumner,6,78,1187852.88,2013-09-01,3
DUNEDIN CITY,Andersons Bay/South Dunedin,4,52,464489.27,2013-09-01,3
DUNEDIN CITY,Port Chalmers/Waihola/ Waikouaiti,4,28,169022.08,2013-09-01,3
FAR NORTH DISTRICT,Hukerenui/Kawakawa/ Moerewa/ Opua/ Russell,5,39,290583.30999999994,2013-09-01,3
HOROWHENUA DISTRICT,Foxton/Mangaore-Manakau/ Shannon,4,41,264260.29000000004,2013-09-01,3
HURUNUI DISTRICT,Amberley/ Leithfield Beach/Waipara,4,24,147756.34,2013-09-01,3
HURUNUI DISTRICT,Cheviot/ Culverden/Rotherham/ Waiau,5,21,105129.43,2013-09-01,3
INVERCARGILL CITY,Bluff/Clifton/ Newfield/ Richmond,5,62,753623.12,2013-09-01,3
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Queenstown,7,70,444015.38,2013-09-01,3
SELWYN DISTRICT,Darfield/ Prebbleton/Rolleston,8,59,581176.28,2013-09-01,3
SOUTH TARANAKI DISTRICT,Hawera/Patea/Waverley,7,88,877981.76,2013-09-01,3
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Manaia/Opunake,5,43,279601.08999999997,2013-09-01,3
ASHBURTON DISTRICT,Ashburton,8,118,1168988.94,2012-12-01,2
ASHBURTON DISTRICT,Hinds/ Methven/ Rakaia,5,34,227201.09999999998,2012-12-01,2
AUCKLAND CITY,Newton,7,98,936549.71,2012-12-01,2
AUCKLAND CITY,Auckland City,13,183,2809899.3000000003,2012-12-01,2
