DISTRICT,AREA_CLUSTER_OF_AREAS,TOTAL_NUMBER_OF_VENUES,TOTAL_NUMBER_OF_EGMS,TOTAL_GMP_NZD,DATE,INDEX
AUCKLAND CITY,Otahuhu,11,172,2858432.8800000004,2012-12-01,2
AUCKLAND CITY,Onehunga,8,106,1857233.63,2012-12-01,2
AUCKLAND CITY,Royal Oak,4,54,724527.25,2012-12-01,2
AUCKLAND CITY,Epsom/ Mt Eden/ Parnell,4,43,982958.47,2012-12-01,2
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,5,46,1053769.1800000002,2012-12-01,2
AUCKLAND CITY,Ellerslie/ Greenlane,3,24,526161.71,2012-12-01,2
AUCKLAND CITY,Glendowie/ Orakei,4,28,218468.41,2012-12-01,2
AUCKLAND CITY,Eden Terrace/ Grafton/ Penrose,3,54,726744.98,2012-12-01,2
AUCKLAND CITY,Mt Roskill/ Sandringham/ Three Kings,4,32,613259.4500000001,2012-12-01,2
AUCKLAND CITY,Point Chevalier,5,76,870592.2400000001,2012-12-01,2
AUCKLAND CITY,Balmoral/ Glen Innes/ Kingsland,5,79,1658313.3000000003,2012-12-01,2
AUCKLAND CITY,Panmure,6,86,1190199.57,2012-12-01,2
AUCKLAND CITY,Ostend/ Surfdale (Waiheke),3,27,236906.19,2012-12-01,2
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,7,82,1006049.2,2012-12-01,2
BULLER DISTRICT,Westport,6,62,615299.3,2012-12-01,2
BULLER DISTRICT,Cape Foulwind/ Karamea/ Reefton,4,22,181433.68999999997,2012-12-01,2
CARTERTON DISTRICT,Carterton,4,50,372952.97,2012-12-01,2
CENTRAL HAWKE'S BAY DISTRICT,Ongaonga/ Otane/ Waipawa/Waipukurau,6,67,510611.15,2012-12-01,2
CENTRAL OTAGO DISTRICT,Alexandra,4,59,455374.92000000004,2012-12-01,2
CENTRAL OTAGO DISTRICT,Clyde/ Millers Flat/ Omakau/ Ophir/ Ranfurly,4,17,98393.43,2012-12-01,2
CENTRAL OTAGO DISTRICT,Cromwell,4,52,297704.51,2012-12-01,2
CENTRAL OTAGO DISTRICT,Roxburgh,3,10,56290.32,2012-12-01,2
CHATHAM ISLANDS DISTRICT,Chatham Islands,1,2,67342.72,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Avonhead/ Sockburn/ Upper Riccarton,4,72,1636863.82,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Christchurch Central,8,55,389299.56999999995,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,New Brighton,6,42,437434.21,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Barrington/ Hillmorton/ Hoon Hay/ Spreydon,4,48,743363.91,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Addington/ Middleton/ Waltham,4,64,628305.2100000001,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Belfast/ Kainga,3,42,687510.29,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Aranui/ Bromley/ Richmond/ Wainoni,4,72,957889.3500000001,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Halswell,3,45,782484.37,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Riccarton,5,89,1412322.0600000003,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood,6,77,1078259.83,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,North New Brighton/ Parklands/ Waimari Beach,4,63,1137077.54,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Sydenham,5,57,674614.87,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,St Albans,3,54,672156.79,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Hornby,4,72,1048171.8399999999,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Bishopdale,3,54,1504584.5599999998,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Philipstown,3,44,634239.2100000001,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Islington/ Templeton/ West Melton/ Yaldhurst,4,54,885555.1599999999,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Shirley,5,76,1091704.87,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Lyttleton,4,29,206521,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Linwood,4,39,831837.3499999999,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Woolston,3,54,1109575.76,2012-12-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Papanui,3,36,681968.66,2012-12-01,2
CLUTHA DISTRICT,Kaitangata/ Milton/ Owaka,4,28,145509.40000000002,2012-12-01,2
CLUTHA DISTRICT,Clinton/ Heriot/ Lawrence/ Tapanui,4,13,63742.380000000005,2012-12-01,2
CLUTHA DISTRICT,Balclutha,4,38,273653.51,2012-12-01,2
DUNEDIN CITY,Green Island,3,35,266861.67000000004,2012-12-01,2
DUNEDIN CITY,Dunedin Central,11,158,1380284.6400000001,2012-12-01,2
DUNEDIN CITY,Kaikorai/ North East Valley/ Normanby,5,52,477407.19000000006,2012-12-01,2
DUNEDIN CITY,Caversham/ Kensington,3,39,323338.48,2012-12-01,2
DUNEDIN CITY,Concord/ Kew/ Mornington,3,45,490480.91000000003,2012-12-01,2
DUNEDIN CITY,Mosgiel,5,63,620070.1599999999,2012-12-01,2
DUNEDIN CITY,St Kilda,4,51,441202.43999999994,2012-12-01,2
FAR NORTH DISTRICT,Awanui/ Herekino/ Rawene/ Opononi/ Waipapakauri,5,43,281278.38,2012-12-01,2
FAR NORTH DISTRICT,Kaitaia,4,63,938382.3300000001,2012-12-01,2
FAR NORTH DISTRICT,Cooper’s Beach/ Maungonui/ Taipa Bay,3,37,248099.04,2012-12-01,2
FAR NORTH DISTRICT,Paihia,5,69,749377.49,2012-12-01,2
FAR NORTH DISTRICT,Kaikohe,6,92,1186028.59,2012-12-01,2
FRANKLIN DISTRICT,Kaiaua/ Mercer,3,30,268400.18,2012-12-01,2
FRANKLIN DISTRICT,Pukekohe,14,196,2304016.65,2012-12-01,2
FRANKLIN DISTRICT,Clarks Beach/ Patumahoe,3,44,361044.7,2012-12-01,2
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,14,210,2523624.65,2012-12-01,2
GORE DISTRICT,Gore/ Mataura,7,85,800140.74,2012-12-01,2
GREY DISTRICT,Ahaura/ Dobson/ Paroa/ Taylorville,3,10,49470.100000000006,2012-12-01,2
GREY DISTRICT,Greymouth,7,90,878511.3099999999,2012-12-01,2
GREY DISTRICT,Cobden/ Rapahoe/ Runanga,4,16,93077.96,2012-12-01,2
HAMILTON CITY,Claudelands,3,45,675978.4400000001,2012-12-01,2
HAMILTON CITY,Frankton,4,57,606305.69,2012-12-01,2
HAMILTON CITY,Hamilton Central,15,220,2669149.9299999997,2012-12-01,2
HAMILTON CITY,Dinsdale/ Hillcrest/ Pukete,3,45,584968.86,2012-12-01,2
HAMILTON CITY,Glenview/ hamilton East,3,39,420053.88999999996,2012-12-01,2
HAMILTON CITY,Nawton/ Te Rapa,3,54,949556.64,2012-12-01,2
HASTINGS DISTRICT,Hastings Central,17,247,2987921.1399999997,2012-12-01,2
HASTINGS DISTRICT,Clive/ Flaxmere East/ Havelock North,5,82,808942.6399999999,2012-12-01,2
HAURAKI DISTRICT,Waihi,4,57,414168.33,2012-12-01,2
HAURAKI DISTRICT,Ngatea/ Paeroa,4,57,590300.2000000001,2012-12-01,2
HOROWHENUA DISTRICT,Levin,7,120,1583502.89,2012-12-01,2
HURUNUI DISTRICT,Hamner Springs,3,25,171059.45,2012-12-01,2
INVERCARGILL CITY,Invercargill Central,10,124,1142592.33,2012-12-01,2
INVERCARGILL CITY,Appleby/ Glengarry/ Strathern,4,72,962866.0700000001,2012-12-01,2
INVERCARGILL CITY,Hawthorndale/ Makarewa/ Waikiwi,3,44,869491.8300000001,2012-12-01,2
KAIKOURA DISTRICT,Kaikoura Township,4,48,332925.44999999995,2012-12-01,2
KAIPARA DISTRICT,Dargaville,4,37,329216.16000000003,2012-12-01,2
KAIPARA DISTRICT,Kaiwaka/ Mangawhai,3,25,224986.32,2012-12-01,2
KAIPARA DISTRICT,Maungaturoto/ Paparoa/Ruawai,3,9,15482.7,2012-12-01,2
KAPITI COAST DISTRICT,Paraparaumu,6,95,1088899.32,2012-12-01,2
KAPITI COAST DISTRICT,Otaki,4,61,454328.51,2012-12-01,2
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,4,63,745716.52,2012-12-01,2
KAWERAU DISTRICT,Kawerau,4,54,593257.02,2012-12-01,2
LOWER HUTT CITY,Lower Hutt Central,9,139,1985133.2200000002,2012-12-01,2
LOWER HUTT CITY,Petone,7,126,1830167.23,2012-12-01,2
LOWER HUTT CITY,Eastbourne/ Holborn/ Stokes Valley/ Woburn,5,58,581280.35,2012-12-01,2
LOWER HUTT CITY,Moera/ Taita,3,44,455842.05000000005,2012-12-01,2
LOWER HUTT CITY,Hutt Central,3,35,333850.48,2012-12-01,2
LOWER HUTT CITY,Wainuiomata,6,86,870310.56,2012-12-01,2
LOWER HUTT CITY,Naenae,5,57,790986.61,2012-12-01,2
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,5,41,269958.82,2012-12-01,2
MANAWATU DISTRICT,Bunnythorpe/ Longburn/ Rongotea,4,28,97510.85,2012-12-01,2
MANAWATU DISTRICT,Fielding,6,90,705475.9199999999,2012-12-01,2
MANUKAU CITY,Howick,9,135,2286375.26,2012-12-01,2
MANUKAU CITY,Highland Park/ Beachlands-Maretai/ Whitford,4,48,339800.88,2012-12-01,2
MANUKAU CITY,Papatoetoe,8,102,2086898.77,2012-12-01,2
MANUKAU CITY,Manurewa,11,162,3343165.9000000004,2012-12-01,2
MANUKAU CITY,Mangere Bridge,3,39,1131196.12,2012-12-01,2
MANUKAU CITY,Manukau City,14,207,4330936.709999999,2012-12-01,2
MANUKAU CITY,Clendon/ Mangere East/ Wiri,3,41,991053.73,2012-12-01,2
MANUKAU CITY,Otara,3,54,920956.62,2012-12-01,2
MANUKAU CITY,Mangere,4,63,952060.9700000001,2012-12-01,2
MANUKAU CITY,Pakuranga,4,62,1236738.29,2012-12-01,2
MANUKAU CITY,East Tamaki/ Flat Bush,3,36,818490.52,2012-12-01,2
MARLBOROUGH DISTRICT,Blenheim,9,145,1755168.2,2012-12-01,2
MARLBOROUGH DISTRICT,Picton,5,51,313297.83,2012-12-01,2
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,5,46,227115.96000000002,2012-12-01,2
MASTERTON DISTRICT,Masterton,7,107,1039759.21,2012-12-01,2
MATAMATA-PIAKO DISTRICT,Matamata,4,62,636819.9299999999,2012-12-01,2
MATAMATA-PIAKO DISTRICT,Morrinsville,4,52,422786.13,2012-12-01,2
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,6,59,419929.79000000004,2012-12-01,2
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,7,90,651664.74,2012-12-01,2
NAPIER CITY,Maraenui/ Onekawa/ Westshore,3,45,635900.79,2012-12-01,2
NAPIER CITY,Taradale,4,68,1060942.46,2012-12-01,2
NAPIER CITY,Napier City/Marewa,9,135,1812314.9,2012-12-01,2
NELSON CITY,Nelson Central,14,199,1946314.4099999997,2012-12-01,2
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,5,58,592135.78,2012-12-01,2
NEW PLYMOUTH DISTRICT,New Plymouth Central,17,242,2858684.17,2012-12-01,2
NEW PLYMOUTH DISTRICT,Waitara,4,49,443920.33,2012-12-01,2
NEW PLYMOUTH DISTRICT,Inglewood/ Oakura/ Okato,3,28,209597.2,2012-12-01,2
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,4,50,593994.92,2012-12-01,2
NORTH SHORE CITY,Albany,9,117,1386994.1199999999,2012-12-01,2
NORTH SHORE CITY,Browns Bay,6,86,730280.1400000001,2012-12-01,2
NORTH SHORE CITY,Greenhithe/ Northcote,3,45,390907.83999999997,2012-12-01,2
NORTH SHORE CITY,Belmont/ Devonport/ Milford,3,52,389319,2012-12-01,2
NORTH SHORE CITY,Takapuna Central,6,93,1388720.2899999998,2012-12-01,2
NORTH SHORE CITY,Birkenhead,4,40,554429.26,2012-12-01,2
NORTH SHORE CITY,Glenfield / Mairangi Bay/ North Harbour,11,151,2812162.8400000003,2012-12-01,2
OPOTIKI DISTRICT,Opotiki/ Te Kaha,5,69,674172.05,2012-12-01,2
OTOROHANGA DISTRICT,Kawhia/ Otorohanga,3,32,259257.43,2012-12-01,2
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,29,410,4031863.71,2012-12-01,2
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,13,212,3244335.5300000003,2012-12-01,2
PORIRUA CITY,Porirua/ Judgeford,9,133,2337163.38,2012-12-01,2
PORIRUA CITY,Plimmerton/ Mana-Camborne/ Whitby,3,20,349576.39,2012-12-01,2
PORIRUA CITY,Cannon’s Creek/ Titihi Bay/  Waitangirua,4,36,559080.3200000002,2012-12-01,2
QUEENSTOWN-LAKES DISTRICT,Wanaka,4,38,252259.27,2012-12-01,2
RANGITIKEI DISTRICT,Bulls,3,33,238935.33000000002,2012-12-01,2
RANGITIKEI DISTRICT,Marton,5,52,452908.64,2012-12-01,2
RODNEY DISTRICT,Orewa,5,71,884227.9500000001,2012-12-01,2
RODNEY DISTRICT,Huapai/ Kumeu/ Riverhead,3,42,410274,2012-12-01,2
RODNEY DISTRICT,Snell’s Beach/ Wellsford,3,33,333960.69999999995,2012-12-01,2
RODNEY DISTRICT,Helensville/ Kaukapakapa/ Parakai,3,29,187352.41,2012-12-01,2
RODNEY DISTRICT,Warkworth,3,44,402942.67,2012-12-01,2
RODNEY DISTRICT,Gulf Harbour/ Red Beach/ Silverdale/ Stanmore Bay/ Whangaparoa,7,96,1081219.99,2012-12-01,2
ROTORUA DISTRICT,Rotorua Central,18,288,4137253.92,2012-12-01,2
ROTORUA DISTRICT,Fenton Park/ Mangakakahi/ Pukehangi,4,56,551236.4,2012-12-01,2
ROTORUA DISTRICT,Ngongotaha/ Selwyn Heights,4,37,379373.65,2012-12-01,2
ROTORUA DISTRICT,Hillcrest/ Reporoa/ Tihiotonga,3,35,367783.39999999997,2012-12-01,2
RUAPEHU DISTRICT,Taumarunui Central,3,45,457454.34,2012-12-01,2
RUAPEHU DISTRICT,Ohakune/ Raetihi/ Waioru,3,42,275736.7,2012-12-01,2
SELWYN DISTRICT,Leeston/ Lincoln/ Southbridge/ Springston,3,23,228648.64,2012-12-01,2
SOUTH WAIKATO DISTRICT,Tokoroa,8,133,1395298.99,2012-12-01,2
SOUTH WAIKATO DISTRICT,Putaruru/ Tirau,4,45,387349.31000000006,2012-12-01,2
SOUTH WAIRARAPA DISTRICT,Featherston/ Martinborough,4,46,220311.51,2012-12-01,2
SOUTH WAIRARAPA DISTRICT,Greytown,3,31,201558.9,2012-12-01,2
SOUTHLAND DISTRICT,Riverton,3,17,106230.71,2012-12-01,2
SOUTHLAND DISTRICT,Winton,3,28,176996.38,2012-12-01,2
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,6,21,126740.74,2012-12-01,2
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,5,21,71425.18,2012-12-01,2
SOUTHLAND DISTRICT,Nightcaps/ Otautau,3,15,82351.61000000002,2012-12-01,2
SOUTHLAND DISTRICT,Te Anau,3,31,226845.79,2012-12-01,2
STRATFORD DISTRICT,Stratford,5,49,399136.42000000004,2012-12-01,2
TARARUA DISTRICT,Ekatahuna/ Ormandville/ Pongaroa/ Woodville,5,32,183343.62,2012-12-01,2
TARARUA DISTRICT,Pahiatua,4,33,209861.78,2012-12-01,2
TARARUA DISTRICT,Dannevirke,4,69,599025.4900000001,2012-12-01,2
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,4,22,123404.11,2012-12-01,2
TASMAN DISTRICT,Richmond,5,86,964476.0399999999,2012-12-01,2
TASMAN DISTRICT,Collingwood/ Riwaka/ Takaka,3,27,180754.32,2012-12-01,2
TASMAN DISTRICT,Motueka,4,54,556013.71,2012-12-01,2
TAUPO DISTRICT,Taupo,12,152,1701328.7200000002,2012-12-01,2
TAUPO DISTRICT,Mangakino/ Turangi,4,56,337967.34,2012-12-01,2
TAURANGA DISTRICT,Tauranga Central,23,335,4247209.13,2012-12-01,2
TAURANGA DISTRICT,Mt Maunganui,11,140,1877043.13,2012-12-01,2
TAURANGA DISTRICT,Greerton/ Papamoa,5,66,1062714.19,2012-12-01,2
THAMES-COROMANDEL DISTRICT,Coromandel,4,34,254037.47999999998,2012-12-01,2
THAMES-COROMANDEL DISTRICT,Whitianga,5,67,484661.92000000004,2012-12-01,2
THAMES-COROMANDEL DISTRICT,Thames,7,82,958394.11,2012-12-01,2
THAMES-COROMANDEL DISTRICT,Whangamata,4,66,537022.51,2012-12-01,2
THAMES-COROMANDEL DISTRICT,Pauanui Beach/ Tairua,4,27,125749.17000000001,2012-12-01,2
TIMARU DISTRICT,Timaru Gardens,5,72,1043570.1,2012-12-01,2
TIMARU DISTRICT,Timaru,10,113,1340141.7800000003,2012-12-01,2
TIMARU DISTRICT,Geraldine,4,32,242028.45,2012-12-01,2
TIMARU DISTRICT,Temuka,4,44,406457.16000000003,2012-12-01,2
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,10,148,2240035.63,2012-12-01,2
WAIKATO DISTRICT,Ngaruwahia,4,50,378780.81999999995,2012-12-01,2
WAIKATO DISTRICT,Huntly,4,59,597672.87,2012-12-01,2
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,4,50,374706.02,2012-12-01,2
WAIKATO DISTRICT,Maramarua/ Rangiriri/ Te Kauwhata,3,30,225672.05,2012-12-01,2
WAIMAKARIRI DISTRICT,Kaiapoi,4,54,849297.43,2012-12-01,2
WAIMAKARIRI DISTRICT,Oxford/ Woodend,3,39,306633.46,2012-12-01,2
WAIMAKARIRI DISTRICT,Rangiora,6,72,969546.7000000001,2012-12-01,2
WAIMATE DISTRICT,Waimate,5,34,253004.75999999998,2012-12-01,2
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,9,123,1166447.8800000001,2012-12-01,2
WAIPA DISTRICT,Cambridge,6,95,813337.07,2012-12-01,2
WAIROA DISTRICT,Mahia Beach/ Wairoa,4,58,653210.8999999999,2012-12-01,2
WAITAKERE CITY,New Lynn,7,83,1220898.2999999998,2012-12-01,2
WAITAKERE CITY,Henderson,10,162,3459473.95,2012-12-01,2
WAITAKERE CITY,Glen Eden,5,56,968203.5999999999,2012-12-01,2
WAITAKERE CITY,Kelston/ Titirangi,3,46,1001738.2899999999,2012-12-01,2
WAITAKERE CITY,Te Atatu,3,35,494612.52,2012-12-01,2
WAITAKERE CITY,Hobsonville/Massey/ Swanson/ Waitakere/West Harbour,8,98,1425722.7700000003,2012-12-01,2
WAITAKI DISTRICT,Oamaru,6,83,778983.4299999999,2012-12-01,2
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,7,40,216557.15999999997,2012-12-01,2
WAITOMO DISTRICT,Awakino/ Piopio/ Te Kuiti,7,83,651237.3200000001,2012-12-01,2
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,18,257,2592068.17,2012-12-01,2
WELLINGTON CITY,Lambton/ Seatoun/ Thorndon,3,25,345187.35000000003,2012-12-01,2
WELLINGTON CITY,Kilbirnie,4,57,947392.61,2012-12-01,2
WELLINGTON CITY,Wellington Central,18,287,3752962.75,2012-12-01,2
WELLINGTON CITY,Newtown,3,54,750499.7,2012-12-01,2
WELLINGTON CITY,Brooklyn/ Karori,3,53,540256.8200000001,2012-12-01,2
WELLINGTON CITY,Strathmore/ Te Aro,3,42,567034.8,2012-12-01,2
WELLINGTON CITY,Island Bay,3,25,271039.73,2012-12-01,2
WELLINGTON CITY,Crofton Downs/ Hataitai/ Miramar/ Newlands,3,52,791833.0700000001,2012-12-01,2
WELLINGTON CITY,Johnsonville/Tawa South,7,108,1482461.55,2012-12-01,2
WESTERN BAY OF PLENTY DISTRICT,Katikati,4,52,313852.35000000003,2012-12-01,2
WESTERN BAY OF PLENTY DISTRICT,Te Puke,6,78,730033.89,2012-12-01,2
WESTERN BAY OF PLENTY DISTRICT,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,5,61,399075.54000000004,2012-12-01,2
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,7,62,489448,2012-12-01,2
WHAKATANE DISTRICT,Whakatane Central,8,120,1651846.5,2012-12-01,2
WHAKATANE DISTRICT,Edgecumbe/ Matata/ Te Teko,3,40,333606.37,2012-12-01,2
WHAKATANE DISTRICT,Murupara/ Ohope/ Poroporo,4,47,258689.01,2012-12-01,2
WHANGAREI DISTRICT,Marsden Point/ Ruakaka/ Waipu,3,43,325588.37,2012-12-01,2
WHANGAREI DISTRICT,Hikurangi/ Kamo/ Parua Bay/ Tikipunga,5,58,670451.53,2012-12-01,2
WHANGAREI DISTRICT,Whangarei Central,16,221,2701946.9,2012-12-01,2
AUCKLAND CITY,Ponsonby,3,20,200830.7,2010-06-01,2
AUCKLAND CITY,Mission Bay/ Remuera,3,41,537046.05,2010-06-01,2
AUCKLAND CITY,Newmarket,4,72,527237.07,2010-06-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Ferrymead/ Heathcote Valley/ Sumner,3,32,156849.8,2010-06-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Beckenham/ Cashmere/ Hilsborough/ Huntsbury/ Opawa,4,72,657577.55,2010-06-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Akaroa/ Duvachelle,3,26,121194.38,2010-06-01,2
DUNEDIN CITY,North Dunedin,3,36,234572.17,2010-06-01,2
DUNEDIN CITY,South Dunedin,3,42,383083.9,2010-06-01,2
DUNEDIN CITY,Waihola/ Waikouaiti,3,17,56032.67,2010-06-01,2
DUNEDIN CITY,Anderson's Bay/ Port Chalmers,3,26,163961.94,2010-06-01,2
FAR NORTH DISTRICT,Kaeo/ Kerikeri,3,54,587493.18,2010-06-01,2
FAR NORTH DISTRICT,Hukerenui/ Moerewa/ Opua/ Russell,5,37,341654.98,2010-06-01,2
FAR NORTH DISTRICT,Kawakawa,3,40,463507.41,2010-06-01,2
FRANKLIN DISTRICT,Waiuku,3,45,461437.33,2010-06-01,2
FRANKLIN DISTRICT,Ramarama/ Tuakau,3,41,395087.95,2010-06-01,2
HAMILTON CITY,Beerescourt/ Chartwell,3,36,554629.52,2010-06-01,2
HOROWHENUA DISTRICT,Mangaore-Manakau/ Shannon,3,27,132823.7,2010-06-01,2
HOROWHENUA DISTRICT,Foxton,3,35,268752.75,2010-06-01,2
HURUNUI DISTRICT,Amberley/ Leithfield Beach,3,18,92095.79,2010-06-01,2
HURUNUI DISTRICT,Cheviot/ Harwarden/ Waipara,3,13,60983.77,2010-06-01,2
HURUNUI DISTRICT,Culverden/ Rotherham/ Waiau,3,8,27338.42,2010-06-01,2
INVERCARGILL CITY,Bluff,3,25,135470.29,2010-06-01,2
INVERCARGILL CITY,Clifton/ Newfield/ Richmond,3,46,633808.77,2010-06-01,2
NAPIER CITY,Ahuriri,3,42,336563.48,2010-06-01,2
QUEENSTOWN-LAKES DISTRICT,Queenstown,5,53,293251.92,2010-06-01,2
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Hawea Flat,3,23,126501.88,2010-06-01,2
RANGITIKEI DISTRICT,Hunterville/ Taihape,3,19,129769.58,2010-06-01,2
SELWYN DISTRICT,Colgate/ Sheffield/ Springfield,3,7,29201.24,2010-06-01,2
SELWYN DISTRICT,Darfield/ Prebbleton,3,20,139002.18,2010-06-01,2
SELWYN DISTRICT,Dunsandel/ Rolleston,3,31,292044.82,2010-06-01,2
SOUTH TARANAKI DISTRICT,Patea/ Waverley,3,21,155193.36,2010-06-01,2
SOUTH TARANAKI DISTRICT,Hawera,6,74,877615.19,2010-06-01,2
SOUTH TARANAKI DISTRICT,Manaia/ Opunake,3,25,197266.93,2010-06-01,2
WAITAKI DISTRICT,Hampden/ Maheno/ Palmerston,3,20,87275.52,2010-06-01,2
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Normanby,3,24,167563.01,2011-06-01,2
NORTH SHORE CITY,Glenfield,7,101,2028333.42,2010-09-01,2
NORTH SHORE CITY,Campbell's Bay/ Mairangi Bay/ North Harbour,3,29,530077.46,2010-09-01,2
SOUTH TARANAKI DISTRICT,Eltham/ Normanby,3,28,169682.62,2010-09-01,2
AUCKLAND CITY,Newmarket/Mission Bay/ Remuera,4,59,739173.3,2012-09-01,2
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Beckenham/ Cashmere/ Ferrymead/ Hilsborough/ Huntsbury/ Opawa/ Sumner,7,87,1063785.92,2012-09-01,2
DUNEDIN CITY,Andersons Bay/South Dunedin,4,52,511995.19,2012-09-01,2
DUNEDIN CITY,Port Chalmers/Waihola/ Waikouaiti,4,28,164812.01,2012-09-01,2
FAR NORTH DISTRICT,Hukerenui/Kawakawa/ Moerewa/ Opua/ Russell,5,39,316117.79999999993,2012-09-01,2
HOROWHENUA DISTRICT,Foxton/Mangaore-Manakau/ Shannon,5,50,276435.27,2012-09-01,2
HURUNUI DISTRICT,Amberley/ Leithfield Beach/Waipara,4,24,166690.43,2012-09-01,2
HURUNUI DISTRICT,Cheviot/ Culverden/Rotherham/ Waiau,5,20,116456.01000000001,2012-09-01,2
INVERCARGILL CITY,Bluff/Clifton/ Newfield/ Richmond,5,62,787945.5,2012-09-01,2
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Queenstown,8,79,421565.48,2012-09-01,2
SELWYN DISTRICT,Darfield/ Prebbleton/Rolleston,9,64,641925.81,2012-09-01,2
SOUTH TARANAKI DISTRICT,Hawera/Patea/Waverley,7,88,949891.6000000001,2012-09-01,2
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Manaia/Opunake,5,43,317833,2012-09-01,2
ASHBURTON DISTRICT,Ashburton,8,120,1066665.08,2010-12-01,1
ASHBURTON DISTRICT,Hinds/ Methven/ Rakaia,5,34,221107.42,2010-12-01,1
AUCKLAND CITY,Newton,9,125,1003149.45,2010-12-01,1
AUCKLAND CITY,Auckland City,16,224,3209714.85,2010-12-01,1
AUCKLAND CITY,Otahuhu,11,172,2708004.9,2010-12-01,1
AUCKLAND CITY,Onehunga,8,106,1646556.36,2010-12-01,1
AUCKLAND CITY,Royal Oak,4,54,789432.16,2010-12-01,1
AUCKLAND CITY,Epsom/ Mt Eden/ Parnell,4,43,992684.44,2010-12-01,1
AUCKLAND CITY,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,4,37,701371.27,2010-12-01,1
AUCKLAND CITY,Ponsonby,3,20,221569.05,2010-12-01,1
AUCKLAND CITY,Ellerslie/ Greenlane,4,51,529646.15,2010-12-01,1
