DISTRICT,AREA_CLUSTER_OF_AREAS,VENUE_NAME,VENUE_NUMBER,DATE,INDEX
MANUKAU CITY,Mangere,GARDEN INN,290,2013-09-01,8
MANUKAU CITY,Mangere,GRACE'S PLACE MANGERE,1371,2013-09-01,8
MANUKAU CITY,Mangere,MANGERE COSMOPOLITAN CLUB,743,2013-09-01,8
MANUKAU CITY,Mangere,PACIFIC TAVERN,1899,2013-09-01,8
MANUKAU CITY,Pakuranga,HEADIN HOME,1213,2013-09-01,8
MANUKAU CITY,Pakuranga,PAKURANGA RUGBY LEAGUE COMMUNITY SPORTS CLUB INCORPORATED,49,2013-09-01,8
MANUKAU CITY,Pakuranga,THE SPECTATOR BAR & GRILL,1989,2013-09-01,8
MANUKAU CITY,Pakuranga,YE OLDE BAILEY,2001,2013-09-01,8
MANUKAU CITY,East Tamaki/ Flat Bush,JUNCTION SPORTS BAR,1996,2013-09-01,8
MANUKAU CITY,East Tamaki/ Flat Bush,TAB FLAT BUSH,2000247,2013-09-01,8
MANUKAU CITY,East Tamaki/ Flat Bush,WANDERERS BAR EAST TAMAKI,1075,2013-09-01,8
MARLBOROUGH DISTRICT,Blenheim,CLUBS OF MARLBOROUGH,34,2013-09-01,8
MARLBOROUGH DISTRICT,Blenheim,CRITERION HOTEL (BLENHEIM),1572,2013-09-01,8
MARLBOROUGH DISTRICT,Blenheim,FAIRWEATHER ON SCOTT,2000240,2013-09-01,8
MARLBOROUGH DISTRICT,Blenheim,GROVE TAVERN,725,2013-09-01,8
MARLBOROUGH DISTRICT,Blenheim,PADDY BARRY'S IRISH BAR,1668,2013-09-01,8
MARLBOROUGH DISTRICT,Blenheim,REDWOOD TAVERN,60,2013-09-01,8
MARLBOROUGH DISTRICT,Blenheim,ROYAL HOTEL,724,2013-09-01,8
MARLBOROUGH DISTRICT,Blenheim,SPRINGLANDS TAVERN,1896,2013-09-01,8
MARLBOROUGH DISTRICT,Blenheim,THE CORNERSTONE,1665,2013-09-01,8
MARLBOROUGH DISTRICT,Blenheim,THE PODIUM,991,2013-09-01,8
MARLBOROUGH DISTRICT,Picton,D A'S RESTAURANT,1645,2013-09-01,8
MARLBOROUGH DISTRICT,Picton,MIKEYS BAR,1442,2013-09-01,8
MARLBOROUGH DISTRICT,Picton,PICTON RETURNED SERVICES ASSOCIATION,1778,2013-09-01,8
MARLBOROUGH DISTRICT,Picton,THE CROW TAVERN,1626,2013-09-01,8
MARLBOROUGH DISTRICT,Picton,TOOT & WHISTLE INN,2000230,2013-09-01,8
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,HAVELOCK HOTEL,1549,2013-09-01,8
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,JUNCTION HOTEL,726,2013-09-01,8
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,STARBOROUGH TAVERN,2000087,2013-09-01,8
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,TROUT HOTEL,1667,2013-09-01,8
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,WOODBOURNE TAVERN,1859,2013-09-01,8
MASTERTON DISTRICT,Masterton,ABERDEEN STEAKHOUSE AND BAR,393,2013-09-01,8
MASTERTON DISTRICT,Masterton,HORSE AND HOUND CAFE AND BAR,205,2013-09-01,8
MASTERTON DISTRICT,Masterton,HORSE SHOE,311,2013-09-01,8
MASTERTON DISTRICT,Masterton,KURIPUNI TAVERN,304,2013-09-01,8
MASTERTON DISTRICT,Masterton,MASTERTON CLUB,533,2013-09-01,8
MASTERTON DISTRICT,Masterton,MASTERTON COSMOPOLITAN CLUB,671,2013-09-01,8
MASTERTON DISTRICT,Masterton,SOLWAY PARK COMPLEX (HOMESTEAD TAVERN),306,2013-09-01,8
MASTERTON DISTRICT,Masterton,WAIRARAPA SERVICES & CITIZENS CLUB,324,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Matamata,HORSE & JOCKEY,1770,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Matamata,MATAMATA CLUB INCORPORATED,338,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Matamata,MATAMATA MEMORIAL R.S.A. INCORPORATED,168,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Matamata,TRAC SPORTS BAR,375,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Morrinsville,MORRINSVILLE DISTRICT RSA,322,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Morrinsville,NOTTINGHAM CASTLE HOTEL,1150,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Morrinsville,TOP PUB,1118,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Morrinsville,TOWN AND COUNTRY CLUB INCORPORATED,686,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,PALACE HOTEL,1876,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,TAHUNA TAVERN,535,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,TE AROHA CLUB INCORPORATED,468,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,TE AROHA MEMORIAL RSA,239,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,THE GRAND TAVERN,1488,2013-09-01,8
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,WAIHOU TAVERN,984,2013-09-01,8
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,BAYVIEW HOTEL (NAPIER),1663,2013-09-01,8
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,MASONIC HOTEL,1885,2013-09-01,8
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,MEEANEE HOTEL,1289,2013-09-01,8
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,TARADALE CLUB,492,2013-09-01,8
NAPIER CITY,Ahuriri,BLUE WATER HOTEL,678,2013-09-01,8
NAPIER CITY,Ahuriri,HAWKES BAY SPORT FISHING CLUB,408,2013-09-01,8
NAPIER CITY,Ahuriri,UNION HOTEL,1823,2013-09-01,8
NAPIER CITY,Maraenui/ Onekawa/ Westshore,GOLDEN CHANCE MARAENUI,739,2013-09-01,8
NAPIER CITY,Maraenui/ Onekawa/ Westshore,SIDELINE BAR - ONEKAWA HOTEL,741,2013-09-01,8
NAPIER CITY,Maraenui/ Onekawa/ Westshore,WESTSHORE HOTEL,1801,2013-09-01,8
NAPIER CITY,Taradale,TARADALE AND DISTRICT RSA,543,2013-09-01,8
NAPIER CITY,Taradale,TARADALE TAVERN,736,2013-09-01,8
NAPIER CITY,Taradale,THE DUKE OF GLOUCESTER,1620,2013-09-01,8
NAPIER CITY,Taradale,THE HORSE AND HARVEST FAMILY RESTAURANT AND ALE HOUSE,1538,2013-09-01,8
NAPIER CITY,Napier City/Marewa,HOPS 'N' HOOVES,800,2013-09-01,8
NAPIER CITY,Napier City/Marewa,LEGENDS SPORTS CAFE,740,2013-09-01,8
NAPIER CITY,Napier City/Marewa,NAPIER COSMOPOLITAN CLUB,159,2013-09-01,8
NAPIER CITY,Napier City/Marewa,NAPIER RSA,1784,2013-09-01,8
NAPIER CITY,Napier City/Marewa,RED CARPET SPORTS BAR AND CAFE,1295,2013-09-01,8
NAPIER CITY,Napier City/Marewa,TAMATEA TAVERN,1912,2013-09-01,8
NAPIER CITY,Napier City/Marewa,THE BRAZEN HEAD IRISH ALE & COFFEE HOUSE,796,2013-09-01,8
NAPIER CITY,Napier City/Marewa,THE ROYAL TAVERN,1223,2013-09-01,8
NAPIER CITY,Napier City/Marewa,THE WINDSOCK,1284,2013-09-01,8
NELSON CITY,Nelson Central,623 IN THE CITY,358,2013-09-01,8
NELSON CITY,Nelson Central,CHARLIES TAVERN,1691,2013-09-01,8
NELSON CITY,Nelson Central,CITY CLUB,452,2013-09-01,8
NELSON CITY,Nelson Central,HARDYS BAR,1759,2013-09-01,8
NELSON CITY,Nelson Central,NELSON SHOOTERS BAR,1000083,2013-09-01,8
NELSON CITY,Nelson Central,NELSON SUBURBAN CLUB,174,2013-09-01,8
NELSON CITY,Nelson Central,OCEAN LODGE HOTEL,1056,2013-09-01,8
NELSON CITY,Nelson Central,POST BOY HOTEL,1123,2013-09-01,8
NELSON CITY,Nelson Central,RISING SUN TAVERN,1776,2013-09-01,8
NELSON CITY,Nelson Central,ROYAL HOTEL,586,2013-09-01,8
NELSON CITY,Nelson Central,THE VERDICT,1530,2013-09-01,8
NELSON CITY,Nelson Central,WAKATU HOTEL,658,2013-09-01,8
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,623 ON THE ROCKS,1930,2013-09-01,8
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,BUSH INN TAVERN,1569,2013-09-01,8
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,MOLLY'S SPORTS BAR & CLUB,1679,2013-09-01,8
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,SHARK BAR LTD,301,2013-09-01,8
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,TURF HOTEL,1078,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,BREAKERS TARANAKI,1888,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,BROADWAYS BAR,2000223,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,CINEMA EXPRESS CAFE AND BAR,1918,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,COBB & CO RESTAURANT & BAR,905,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,CROWDED HOUSE BAR & CAFE,970,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,DECANTA TAPAS BAR,2000179,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,ICON'S STADIUM BAR,1028,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,MATINEE CAFE & BAR,962,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,NAG N NOGGIN,972,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,NEW PLYMOUTH & DISTRICT MEMORIAL RSA,428,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,NEW PLYMOUTH CLUB,267,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,PEGGY GORDONS,1254,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,STUMBLE INN & CAFE,1958,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,THE SALTY DOG CAFE & BAR,999,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,THE UGLY DUCK,1011,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,TREEHOUSE SPORTSBAR & CAFE,1061,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,WEST END BOWLING CLUB,839,2013-09-01,8
NEW PLYMOUTH DISTRICT,New Plymouth Central,WEST BAR,2000280,2013-09-01,8
NEW PLYMOUTH DISTRICT,Waitara,BRIDGE TAVERN,296,2013-09-01,8
NEW PLYMOUTH DISTRICT,Waitara,THE MASONIC HOTEL,42,2013-09-01,8
NEW PLYMOUTH DISTRICT,Waitara,WAITARA DISTRICT SERVICES AND CITIZENS CLUB,202,2013-09-01,8
NEW PLYMOUTH DISTRICT,Waitara,WAITARA TOWN & COUNTRY CLUB,782,2013-09-01,8
NEW PLYMOUTH DISTRICT,Inglewood/ Oakura/ Okato,BUTLERS BAR AND CAFE,405,2013-09-01,8
NEW PLYMOUTH DISTRICT,Inglewood/ Oakura/ Okato,INGLEWOOD CLUB,355,2013-09-01,8
NEW PLYMOUTH DISTRICT,Inglewood/ Oakura/ Okato,STONEY RIVER HOTEL,1082,2013-09-01,8
NEW PLYMOUTH DISTRICT,Inglewood/ Oakura/ Okato,THE HAIRY DOG,997,2013-09-01,8
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,SHIFTY'S SPORTS BAR & TAB,1114,2013-09-01,8
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,SPORTY'S CAFE/BAR,1767,2013-09-01,8
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,TAB FITZROY,2000123,2013-09-01,8
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,URENUI BAY HOTEL,2000145,2013-09-01,8
NORTH SHORE CITY,Albany,123 KARAOKE BAR,2000219,2013-09-01,8
NORTH SHORE CITY,Albany,AFRICA - ALBANY,1894,2013-09-01,8
NORTH SHORE CITY,Albany,CRANKS RESTAURANT BAR,1939,2013-09-01,8
NORTH SHORE CITY,Albany,FAT BOYS TAVERN,2006,2013-09-01,8
NORTH SHORE CITY,Albany,NORTH SHORE COSMOPOLITAN CLUB INC,559,2013-09-01,8
NORTH SHORE CITY,Albany,TAVERN IN THE PARK,603,2013-09-01,8
NORTH SHORE CITY,Albany,THE ALBANY,929,2013-09-01,8
NORTH SHORE CITY,Browns Bay,ACES SPORTS BAR,1480,2013-09-01,8
NORTH SHORE CITY,Browns Bay,BROWNS BAY BOWLING CLUB,266,2013-09-01,8
NORTH SHORE CITY,Browns Bay,BROWNZY'S SPORTS BAR,1890,2013-09-01,8
NORTH SHORE CITY,Browns Bay,EAST COAST BAYS RSA,188,2013-09-01,8
NORTH SHORE CITY,Browns Bay,ECHO BAR,252,2013-09-01,8
NORTH SHORE CITY,Browns Bay,THE BAYS CLUB INCORPORATED,79,2013-09-01,8
NORTH SHORE CITY,Glenfield,GLENFIELD BOWLING CLUB,38,2013-09-01,8
NORTH SHORE CITY,Glenfield,GLENFIELD TAVERN,1813,2013-09-01,8
NORTH SHORE CITY,Glenfield,INN FIELD,1093,2013-09-01,8
NORTH SHORE CITY,Glenfield,MAVERICKS GLENFIELD,802,2013-09-01,8
NORTH SHORE CITY,Glenfield,SPIRIT'D GLENFIELD,1146,2013-09-01,8
NORTH SHORE CITY,Glenfield,SPORTS BAR GLENFIELD,615,2013-09-01,8
NORTH SHORE CITY,Glenfield,VALENTINES RESTAURANT,1863,2013-09-01,8
NORTH SHORE CITY,Greenhithe/ Northcote,COOL BAR,814,2013-09-01,8
NORTH SHORE CITY,Greenhithe/ Northcote,NORTHCOTE TAVERN,1872,2013-09-01,8
NORTH SHORE CITY,Greenhithe/ Northcote,THE MALTHOUSE GREENHITHE,1468,2013-09-01,8
NORTH SHORE CITY,Belmont/ Devonport/ Milford,MASONIC TAVERN,341,2013-09-01,8
NORTH SHORE CITY,Belmont/ Devonport/ Milford,THE JOLLY PUNTER,1504,2013-09-01,8
NORTH SHORE CITY,Belmont/ Devonport/ Milford,THE MILFORD,1392,2013-09-01,8
NORTH SHORE CITY,Belmont/ Devonport/ Milford,WILD BILL'S RIBHOUSE,1409,2013-09-01,8
NORTH SHORE CITY,Takapuna Central,MAD DOGS AND ENGLISHMEN WAIRAU,230,2013-09-01,8
NORTH SHORE CITY,Takapuna Central,PATS GARAGE,1459,2013-09-01,8
NORTH SHORE CITY,Takapuna Central,SIN BIN SPORTS BAR,1227,2013-09-01,8
NORTH SHORE CITY,Takapuna Central,TAKAPUNA MEMORIAL RSA INCORPORATED,411,2013-09-01,8
NORTH SHORE CITY,Takapuna Central,TENPIN TAKAPUNA,580,2013-09-01,8
NORTH SHORE CITY,Takapuna Central,THE RUDDER,1397,2013-09-01,8
NORTH SHORE CITY,Takapuna Central,THE TAKAPUNA BAR,1116,2013-09-01,8
NORTH SHORE CITY,Campbell's Bay/ Mairangi Bay/ North Harbour,PASS N PUNT SPORTS BAR,1111,2013-09-01,8
NORTH SHORE CITY,Campbell's Bay/ Mairangi Bay/ North Harbour,PUPUKE GOLF CLUB INCORPORATED,220,2013-09-01,8
NORTH SHORE CITY,Campbell's Bay/ Mairangi Bay/ North Harbour,WAIRAU PARK TENPIN,1843,2013-09-01,8
NORTH SHORE CITY,Birkenhead,SLIPP INN,1952,2013-09-01,8
NORTH SHORE CITY,Birkenhead,TAB BIRKENHEAD,2000220,2013-09-01,8
NORTH SHORE CITY,Birkenhead,THE BIRKENHEAD BOWLING CLUB INCORPORATED,696,2013-09-01,8
NORTH SHORE CITY,Birkenhead,THE BIRKENHEAD RETURNED SERVICES ASSOCIATION INCORPORATED,323,2013-09-01,8
NORTH SHORE CITY,Birkenhead,THE DRINK BAR,1393,2013-09-01,8
OPOTIKI DISTRICT,Opotiki/ Te Kaha,BB'S OPOTIKI HOTEL,596,2013-09-01,8
OPOTIKI DISTRICT,Opotiki/ Te Kaha,MASONIC HOTEL,1268,2013-09-01,8
OPOTIKI DISTRICT,Opotiki/ Te Kaha,OPOTIKI COUNTY RETURNED SERVICES ASSOCIATION INCORPORATED,214,2013-09-01,8
OPOTIKI DISTRICT,Opotiki/ Te Kaha,SLIM'S BAR,942,2013-09-01,8
OPOTIKI DISTRICT,Opotiki/ Te Kaha,TE KAHA HOTEL,1249,2013-09-01,8
OTOROHANGA DISTRICT,Kawhia/ Otorohanga,HOTEL OTOROHANGA,1388,2013-09-01,8
OTOROHANGA DISTRICT,Kawhia/ Otorohanga,KAWHIA HOTEL,1617,2013-09-01,8
OTOROHANGA DISTRICT,Kawhia/ Otorohanga,OTOROHANGA SERVICES & CITIZENS CLUB,692,2013-09-01,8
OTOROHANGA DISTRICT,Kawhia/ Otorohanga,OTOROHANGA WORKINGMEN'S CLUB,287,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,ALBERT SPORTS BAR,389,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,ASHHURST MEMORIAL RSA,410,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,AWAPUNI MOTOR HOTEL,3,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,CAFE DE PARIS HOTEL,397,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,CENTRAL RACE PLACE TAB,850,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,CLOVERLEA NEIGHBOURHOOD TAVERN,1426,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,HIGH FLYERS,1018,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,MALBAS BAR,1961,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,MANAWATU DARTS ASSOCIATION HALL,459,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,MASONIC HOTEL,1543,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,MINI BAR,2000233,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,MURPHY'S LAW PALMERSTON NORTH,392,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,PALMERSTON NORTH COSMOPOLITAN CLUB,2000128,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,PALMERSTON NORTH RSA CLUB,1217,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,REX'S BAR,2000132,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,ROSIE O'GRADYS PALMERSTON NORTH,1910,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,SPORTSMAN INN,1824,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,TAKARO BOWLING CLUB,333,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,TERRACE END TAB,2000228,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,TERRACE TAVERN,680,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,THE BIRDCAGE BAR,985,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,THE EMPIRE HOTEL,225,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,THE EMPTY VESSEL,948,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,THE GRAND BEER CAFE,224,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,THE OFFICE,222,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,THE ROYAL TAVERN,1765,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,THE STUNNED MULLET,656,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,TRAVEL LODGE PALMERSTON NORTH,1792,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,WILLOW PARK TAVERN,223,2013-09-01,8
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central,THE NEW RAILWAY HOTEL,1068,2013-09-01,8
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,BOODLES LICENSED CAFE,1995,2013-09-01,8
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,FORGE2,1390,2013-09-01,8
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,KOYOTE BAR,1991,2013-09-01,8
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,PAPAKURA BOWLING CLUB,663,2013-09-01,8
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,PAPAKURA CLUB,212,2013-09-01,8
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,PAPAKURA RSA CLUB INC,346,2013-09-01,8
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,PAPAKURA TAVERN,1838,2013-09-01,8
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,STAMPEDE BAR AND GRILL,1986,2013-09-01,8
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,THE COPPER LOUNGE,1811,2013-09-01,8
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,THE THOROUGHBRED TAVERN,1071,2013-09-01,8
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,WHITEHOUSE TAVERN,1177,2013-09-01,8
PAPAKURA DISTRICT,Drury/ Papakura/ Takanini,MURPHY'S LAW IRISH BAR,1000001,2013-09-01,8
PORIRUA CITY,Porirua/ Judgeford,AQUA BAR AND CAFE,906,2013-09-01,8
PORIRUA CITY,Porirua/ Judgeford,JUDGEFORD GOLF CLUB,21,2013-09-01,8
PORIRUA CITY,Porirua/ Judgeford,KELLY'S IRISH PUB & RESTAURANT,30,2013-09-01,8
PORIRUA CITY,Porirua/ Judgeford,PORIRUA CLUB,336,2013-09-01,8
PORIRUA CITY,Porirua/ Judgeford,PORIRUA RETURNED SERVICES ASSOCIATION INC,298,2013-09-01,8
PORIRUA CITY,Porirua/ Judgeford,STRIKE,1482,2013-09-01,8
PORIRUA CITY,Porirua/ Judgeford,THE CABBAGE TREE,965,2013-09-01,8
PORIRUA CITY,Porirua/ Judgeford,PORIRUA TAB,2000279,2013-09-01,8
PORIRUA CITY,Plimmerton/ Mana-Camborne/ Whitby,CROWS NEST,1920,2013-09-01,8
PORIRUA CITY,Plimmerton/ Mana-Camborne/ Whitby,SANDBAR PUB,35,2013-09-01,8
PORIRUA CITY,Plimmerton/ Mana-Camborne/ Whitby,THE PLIMMERTON BOWLING CLUB,288,2013-09-01,8
PORIRUA CITY,Cannon’s Creek/ Titihi Bay/  Waitangirua,HILL 16,913,2013-09-01,8
PORIRUA CITY,Cannon’s Creek/ Titihi Bay/  Waitangirua,THE MARINER,36,2013-09-01,8
PORIRUA CITY,Cannon’s Creek/ Titihi Bay/  Waitangirua,TITAHI BAY BOWLING CLUB,141,2013-09-01,8
PORIRUA CITY,Cannon’s Creek/ Titihi Bay/  Waitangirua,TITAHI BAY RSA,481,2013-09-01,8
QUEENSTOWN-LAKES DISTRICT,Queenstown,ALBERT TOWN TAVERN,1263,2013-09-01,8
QUEENSTOWN-LAKES DISTRICT,Queenstown,FRANKTON ARM TAVERN,1315,2013-09-01,8
QUEENSTOWN-LAKES DISTRICT,Queenstown,PUB ON WHARF,2000259,2013-09-01,8
QUEENSTOWN-LAKES DISTRICT,Queenstown,THE BUFFALO CLUB,1713,2013-09-01,8
QUEENSTOWN-LAKES DISTRICT,Queenstown,WAKATIPU TAVERN,1711,2013-09-01,8
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Hawea Flat,LAKE HAWEA HOTEL,1597,2013-09-01,8
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Hawea Flat,NEW ORLEANS HOTEL,1866,2013-09-01,8
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Hawea Flat,THE FRANKTON ALE HOUSE,2000206,2013-09-01,8
QUEENSTOWN-LAKES DISTRICT,Wanaka,WANAKA BULLOCK BAR,1928,2013-09-01,8
QUEENSTOWN-LAKES DISTRICT,Wanaka,WANAKA DISTRICTS CLUB,1985,2013-09-01,8
QUEENSTOWN-LAKES DISTRICT,Wanaka,WANAKA HQ,1708,2013-09-01,8
RANGITIKEI DISTRICT,Hunterville/ Taihape,ARGYLE HOTEL,1463,2013-09-01,8
RANGITIKEI DISTRICT,Hunterville/ Taihape,GRETNA HOTEL,1633,2013-09-01,8
RANGITIKEI DISTRICT,Hunterville/ Taihape,STATION HOTEL,1127,2013-09-01,8
RANGITIKEI DISTRICT,Bulls,BULLS RETURNED SERVICES ASSOCIATION,660,2013-09-01,8
RANGITIKEI DISTRICT,Bulls,CRITERION HOTEL (BULLS),973,2013-09-01,8
RANGITIKEI DISTRICT,Bulls,RANGITIKEI HOTEL,1513,2013-09-01,8
RANGITIKEI DISTRICT,Marton,CAPTAIN COOK'S BAR & CAFE,1584,2013-09-01,8
RANGITIKEI DISTRICT,Marton,CLUB HOTEL,1877,2013-09-01,8
RANGITIKEI DISTRICT,Marton,MARTON HOTEL,1631,2013-09-01,8
RODNEY DISTRICT,Orewa,CREOLE'S BAR & BRASSERIE,583,2013-09-01,8
RODNEY DISTRICT,Orewa,MULDOON'S IRISH BAR,1372,2013-09-01,8
RODNEY DISTRICT,Orewa,OREWA SURF LIFESAVING CLUB,705,2013-09-01,8
RODNEY DISTRICT,Orewa,SUWAN THAI RESTAURANT AND TAVERN,1200,2013-09-01,8
RODNEY DISTRICT,Orewa,THE SPORTS BAR - OREWA,1960,2013-09-01,8
RODNEY DISTRICT,Huapai/ Kumeu/ Riverhead,HUAPAI GOLF CLUB,933,2013-09-01,8
RODNEY DISTRICT,Huapai/ Kumeu/ Riverhead,HUAPAI TAVERN,1433,2013-09-01,8
RODNEY DISTRICT,Huapai/ Kumeu/ Riverhead,KUMEU TAVERN,1977,2013-09-01,8
RODNEY DISTRICT,Snell’s Beach/ Wellsford,JT'S BAR & GRILL,1461,2013-09-01,8
RODNEY DISTRICT,Snell’s Beach/ Wellsford,SALTY DOG,1636,2013-09-01,8
RODNEY DISTRICT,Snell’s Beach/ Wellsford,WELLSFORD INN,1073,2013-09-01,8
RODNEY DISTRICT,Helensville/ Kaukapakapa/ Parakai,KAIPARA MEMORIAL RSA,1968,2013-09-01,8
RODNEY DISTRICT,Helensville/ Kaukapakapa/ Parakai,KAIPARA TAVERN,1566,2013-09-01,8
RODNEY DISTRICT,Helensville/ Kaukapakapa/ Parakai,KAUKAPAKAPA VILLAGE HOTEL,651,2013-09-01,8
