DISTRICT,AREA_CLUSTER_OF_AREAS,VENUE_NAME,VENUE_NUMBER,DATE,INDEX
INVERCARGILL CITY,Bluff/Clifton/ Newfield/ Richmond,NEWFIELD TAVERN,1168,2014-03-01,31
KAIPARA DISTRICT,Dargaville,NORTHERN WAIROA HOTEL,636,2014-03-01,31
KAIPARA DISTRICT,Dargaville,NORTHERN WAIROA RETURNED SERVICES ASSOCIATION,672,2014-03-01,31
KAPITI COAST DISTRICT,Paraparaumu,GOLDEN COAST CHARTERED CLUB,516,2014-03-01,31
KAPITI COAST DISTRICT,Paraparaumu,KAPITI CLUB,471,2014-03-01,31
KAPITI COAST DISTRICT,Paraparaumu,THE PINETREE ARMS,1457,2014-03-01,31
KAPITI COAST DISTRICT,Otaki,FAMILY HOTEL,1441,2014-03-01,31
KAPITI COAST DISTRICT,Otaki,OTAKI RSA CLUBROOMS,265,2014-03-01,31
KAPITI COAST DISTRICT,Otaki,PUNTERS CORNER SPORTS BAR AND TAB,1437,2014-03-01,31
KAPITI COAST DISTRICT,Otaki,THE RAILWAY HOTEL,907,2014-03-01,31
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,FINNS PAEKAKARIKI,1907,2014-03-01,31
KAPITI COAST DISTRICT,Paekakariki/ Raumati/ Waikanae,WAIKANAE CHARTERED CLUB,235,2014-03-01,31
KAWERAU DISTRICT,Kawerau,CAYMAN SPORTS BAR,1046,2014-03-01,31
LOWER HUTT CITY,Lower Hutt Central,THE BIG CHILL,1761,2014-03-01,31
LOWER HUTT CITY,Petone,PETONE SPORTS BAR,1834,2014-03-01,31
LOWER HUTT CITY,Petone,PETONE WORKINGMENS CLUB,104,2014-03-01,31
LOWER HUTT CITY,Wainuiomata,EDDY'S BAR & CAFE,859,2014-03-01,31
LOWER HUTT CITY,Wainuiomata,TAB WAINUIOMATA,2000124,2014-03-01,31
LOWER HUTT CITY,Wainuiomata,WAINUIOMATA BOWLING CLUB,149,2014-03-01,31
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,COMBINED SERVICES CLUB,195,2014-03-01,31
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,FAIRLIE HOTEL,1625,2014-03-01,31
MACKENZIE DISTRICT,Fairlie/ Lake Tekapo/ Twizel,TOP HUT,1605,2014-03-01,31
MARLBOROUGH DISTRICT,Blenheim,CLUBS OF MARLBOROUGH,34,2014-03-01,31
MARLBOROUGH DISTRICT,Blenheim,CRITERION HOTEL (BLENHEIM),1572,2014-03-01,31
MARLBOROUGH DISTRICT,Blenheim,FAIRWEATHER ON SCOTT,2000240,2014-03-01,31
MARLBOROUGH DISTRICT,Blenheim,GROVE TAVERN,725,2014-03-01,31
MARLBOROUGH DISTRICT,Blenheim,REDWOOD TAVERN,60,2014-03-01,31
MARLBOROUGH DISTRICT,Blenheim,SPRINGLANDS TAVERN,1896,2014-03-01,31
MARLBOROUGH DISTRICT,Picton,THE CROW TAVERN,1626,2014-03-01,31
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,HAVELOCK HOTEL,1549,2014-03-01,31
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,TROUT HOTEL,1667,2014-03-01,31
MARLBOROUGH DISTRICT,Havelock/ Renwick/ Seddon/ Spring Creek,WOODBOURNE TAVERN,1859,2014-03-01,31
MASTERTON DISTRICT,Masterton,KURIPUNI TAVERN,304,2014-03-01,31
MASTERTON DISTRICT,Masterton,WAIRARAPA SERVICES & CITIZENS CLUB,324,2014-03-01,31
MATAMATA-PIAKO DISTRICT,Matamata,MATAMATA CLUB INCORPORATED,338,2014-03-01,31
MATAMATA-PIAKO DISTRICT,Matamata,TRAC SPORTS BAR,375,2014-03-01,31
MATAMATA-PIAKO DISTRICT,Morrinsville,MORRINSVILLE DISTRICT RSA,322,2014-03-01,31
MATAMATA-PIAKO DISTRICT,Morrinsville,NOTTINGHAM CASTLE HOTEL,1150,2014-03-01,31
MATAMATA-PIAKO DISTRICT,Morrinsville,TOP PUB,1118,2014-03-01,31
MATAMATA-PIAKO DISTRICT,Morrinsville,TOWN AND COUNTRY CLUB INCORPORATED,686,2014-03-01,31
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,PALACE HOTEL,1876,2014-03-01,31
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,TE AROHA MEMORIAL RSA,239,2014-03-01,31
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,THE GRAND TAVERN,1488,2014-03-01,31
MATAMATA-PIAKO DISTRICT,Tahuna/ Te Aroha/ Waihou-Walton,WAIHOU TAVERN,984,2014-03-01,31
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,MASONIC HOTEL,1885,2014-03-01,31
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,MEEANEE HOTEL,1289,2014-03-01,31
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,TARADALE CLUB,492,2014-03-01,31
NAPIER CITY,Bay View/ Bluff Hill/ Greenmeadows/ Meeanee,THE BAY VIEW,1663,2014-03-01,31
NAPIER CITY,Maraenui/ Onekawa/ Westshore,SIDELINE BAR,741,2014-03-01,31
NAPIER CITY,Taradale,TARADALE AND DISTRICT RSA,543,2014-03-01,31
NAPIER CITY,Taradale,TARADALE TAVERN,736,2014-03-01,31
NAPIER CITY,Taradale,THE DUKE OF GLOUCESTER,1620,2014-03-01,31
NAPIER CITY,Taradale,THE HORSE AND HARVEST FAMILY RESTAURANT AND ALE HOUSE,1538,2014-03-01,31
NAPIER CITY,Napier City/Marewa,NAPIER RSA,1784,2014-03-01,31
NAPIER CITY,Napier City/Marewa,THE WINDSOCK,1284,2014-03-01,31
NAPIER CITY,Napier City/Marewa,THE STATION,1875,2014-03-01,31
NELSON CITY,Nelson Central,623 IN THE CITY,358,2014-03-01,31
NELSON CITY,Nelson Central,OCEAN LODGE HOTEL,1056,2014-03-01,31
NELSON CITY,Nelson Central,POST BOY HOTEL,1123,2014-03-01,31
NELSON CITY,Nelson Central,WAKATU HOTEL,658,2014-03-01,31
NELSON CITY,Port Nelson/ Stoke/ Tahunanui/ The Wood,TURF HOTEL,1078,2014-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,CINEMA EXPRESS CAFE AND BAR,1918,2014-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,CROWDED HOUSE BAR & CAFE,970,2014-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,ICON'S STADIUM BAR,1028,2014-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,NAG N NOGGIN,972,2014-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,NEW PLYMOUTH CLUB,267,2014-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,PEGGY GORDONS,1254,2014-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,STUMBLE INN & CAFE,1958,2014-03-01,31
NEW PLYMOUTH DISTRICT,New Plymouth Central,THE SALTY DOG CAFE & BAR,999,2014-03-01,31
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,SHIFTY'S SPORTS BAR & TAB,1114,2014-03-01,31
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,SPORTY'S CAFE/BAR,1767,2014-03-01,31
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,TAB FITZROY,2000123,2014-03-01,31
NEW PLYMOUTH DISTRICT,Bell Block/ Fitzroy/ Urenui,URENUI BAY HOTEL,2000145,2014-03-01,31
OPOTIKI DISTRICT,Opotiki/ Te Kaha,MASONIC HOTEL,1268,2014-03-01,31
OPOTIKI DISTRICT,Opotiki/ Te Kaha,SLIM'S BAR,942,2014-03-01,31
PORIRUA CITY,Cannon’s Creek/ Titihi Bay/  Waitangirua,THE MARINER,36,2014-03-01,31
PORIRUA CITY,Cannon’s Creek/ Titihi Bay/  Waitangirua,TITAHI BAY BOWLING CLUB,141,2014-03-01,31
QUEENSTOWN-LAKES DISTRICT,Wanaka,WANAKA BULLOCK BAR,1928,2014-03-01,31
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Queenstown,FRANKTON ARM TAVERN,1315,2014-03-01,31
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Queenstown,NEW ORLEANS HOTEL,1866,2014-03-01,31
QUEENSTOWN-LAKES DISTRICT,Arrowtown/ Frankton/Queenstown,PUB ON WHARF,2000259,2014-03-01,31
ROTORUA DISTRICT,Rotorua Central,HENNESSY'S IRISH BAR,1945,2014-03-01,31
ROTORUA DISTRICT,Rotorua Central,KASPERS SPORTS BAR,1514,2014-03-01,31
ROTORUA DISTRICT,Rotorua Central,MO'S BAR,1103,2014-03-01,31
ROTORUA DISTRICT,Rotorua Central,ROTORUA CITIZENS CLUB,340,2014-03-01,31
ROTORUA DISTRICT,Rotorua Central,RUCK N MAUL,643,2014-03-01,31
ROTORUA DISTRICT,Rotorua Central,THE FENTONS BAR,368,2014-03-01,31
ROTORUA DISTRICT,Rotorua Central,THE SIDEPOCKET BAR,374,2014-03-01,31
ROTORUA DISTRICT,Rotorua Central,VC'S TURF BAR,1898,2014-03-01,31
ROTORUA DISTRICT,Rotorua Central,WEST END TAVERN,1322,2014-03-01,31
ROTORUA DISTRICT,Fenton Park/ Mangakakahi/ Pukehangi,MITCHELL DOWNS TAVERN,1923,2014-03-01,31
ROTORUA DISTRICT,Fenton Park/ Mangakakahi/ Pukehangi,ROTORUA CLUB,2000287,2014-03-01,31
ROTORUA DISTRICT,Ngongotaha/ Selwyn Heights,VILLAGE SPORTS BAR/CAFE,1490,2014-03-01,31
ROTORUA DISTRICT,Hillcrest/ Reporoa/ Tihiotonga,ROTORUA COMMERCIAL TRAVELLERS ASSOCIATION INCORPORATED,264,2014-03-01,31
ROTORUA DISTRICT,Hillcrest/ Reporoa/ Tihiotonga,WOOLSHED TAVERN,1408,2014-03-01,31
RUAPEHU DISTRICT,Taumarunui Central,TAUMARUNUI COSMOPOLITAN CLUB,136,2014-03-01,31
RUAPEHU DISTRICT,Taumarunui Central,TAUMARUNUI RSA CLUB,261,2014-03-01,31
RUAPEHU DISTRICT,Ohakune/ Raetihi/ Waioru,OASIS HOTEL (WAIOURU),1608,2014-03-01,31
RUAPEHU DISTRICT,Ohakune/ Raetihi/ Waioru,OHAKUNE CLUB,365,2014-03-01,31
RUAPEHU DISTRICT,Ohakune/ Raetihi/ Waioru,RAETIHI COSMOPOLITAN CLUB INC,657,2014-03-01,31
SOUTH TARANAKI DISTRICT,Hawera/Patea/Waverley,CLARENDON HOTEL,1649,2014-03-01,31
SOUTH TARANAKI DISTRICT,Hawera/Patea/Waverley,SOUTH TARANAKI CLUB,325,2014-03-01,31
SOUTH TARANAKI DISTRICT,Hawera/Patea/Waverley,WHITE HART HOTEL (HAWERA),1008,2014-03-01,31
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Manaia/Opunake,CLUB HOTEL,1466,2014-03-01,31
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Manaia/Opunake,CORONATION HOTEL,1360,2014-03-01,31
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Manaia/Opunake,OPUNAKE SURF INN,1194,2014-03-01,31
SOUTH TARANAKI DISTRICT,Eltham/Kaponga/Manaia/Opunake,WAIMATE HOTEL MANAIA,1283,2014-03-01,31
SOUTH WAIKATO DISTRICT,Tokoroa,THE TREES TAVERN,1703,2014-03-01,31
SOUTH WAIKATO DISTRICT,Tokoroa,TOKOROA CLUB,284,2014-03-01,31
SOUTH WAIKATO DISTRICT,Tokoroa,TOKOROA COSMOPOLITAN CLUB,199,2014-03-01,31
SOUTH WAIKATO DISTRICT,Putaruru/ Tirau,HOG AND HOUNDS SPORTS BAR,1972,2014-03-01,31
SOUTH WAIKATO DISTRICT,Putaruru/ Tirau,THE CROWN & ANCHOR,2000158,2014-03-01,31
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,PIONEER TAVERN,862,2014-03-01,31
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,THREE RIVERS HOTEL,872,2014-03-01,31
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,TOKANUI TAVERN,873,2014-03-01,31
SOUTHLAND DISTRICT,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,WALLACETOWN TAVERN,1004,2014-03-01,31
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,RIVERSDALE HOTEL,1237,2014-03-01,31
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,WAIAU HOTEL (TUATAPERE),1464,2014-03-01,31
SOUTHLAND DISTRICT,Lumsden/ Manapouri/ Riversdale/ Tutapere,WAIAU TOWN & COUNTRY CLUB,521,2014-03-01,31
SOUTHLAND DISTRICT,Te Anau,RANCH CAFE AND BAR,1251,2014-03-01,31
SOUTHLAND DISTRICT,Te Anau,TE ANAU CLUB,723,2014-03-01,31
SOUTHLAND DISTRICT,Te Anau,MOOSE TAVERN,1722,2014-03-01,31
TARARUA DISTRICT,Pahiatua,CLUB HOTEL,1363,2014-03-01,31
TARARUA DISTRICT,Pahiatua,TARARUA CLUB,356,2014-03-01,31
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,BRIGHTWATER MOTOR INN,1591,2014-03-01,31
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,TAPAWERA HOTEL,988,2014-03-01,31
TASMAN DISTRICT,Brightwater/ Mapua/ Tapawera/ Wakefield,WAKEFIELD HOTEL,1647,2014-03-01,31
TASMAN DISTRICT,Richmond,CLUB WAIMEA,215,2014-03-01,31
TASMAN DISTRICT,Richmond,THE STABLES,1407,2014-03-01,31
TASMAN DISTRICT,Richmond,STAR AND GARTER TAVERN,1593,2014-03-01,31
TAURANGA DISTRICT,Tauranga Central,CRUZAZ BAR CAFE,631,2014-03-01,31
TAURANGA DISTRICT,Tauranga Central,JUDEA TAVERN,1919,2014-03-01,31
TAURANGA DISTRICT,Tauranga Central,MARTY'S POOL BAR,674,2014-03-01,31
TAURANGA DISTRICT,Tauranga Central,MCSWIGGANS IRISH PUB,1677,2014-03-01,31
TAURANGA DISTRICT,Tauranga Central,RENNERS BAR,1455,2014-03-01,31
TAURANGA DISTRICT,Tauranga Central,ROSSCO'S CAFE AND BAR,1640,2014-03-01,31
TAURANGA DISTRICT,Tauranga Central,TAB CAMERON ROAD,2000238,2014-03-01,31
TAURANGA DISTRICT,Tauranga Central,TAURANGA CITIZENS CLUB,63,2014-03-01,31
TAURANGA DISTRICT,Tauranga Central,TAURANGA GAME FISHING CLUB (INC),137,2014-03-01,31
TAURANGA DISTRICT,Tauranga Central,TENPIN TAURANGA,606,2014-03-01,31
TAURANGA DISTRICT,Tauranga Central,WELCOME BAY SPORTS BAR,1975,2014-03-01,31
TAURANGA DISTRICT,Tauranga Central,WORLDS END,831,2014-03-01,31
TAURANGA DISTRICT,Mt Maunganui,CHEERS TAVERN,1643,2014-03-01,31
TAURANGA DISTRICT,Mt Maunganui,IMBIBE,2000255,2014-03-01,31
TAURANGA DISTRICT,Mt Maunganui,MOUNT MELLICK,826,2014-03-01,31
TAURANGA DISTRICT,Mt Maunganui,ROSIE O'GRADYS IRISH PUB,373,2014-03-01,31
TAURANGA DISTRICT,Mt Maunganui,TAB MOUNT MAUNGANUI,2000241,2014-03-01,31
TAURANGA DISTRICT,Mt Maunganui,CLUB MOUNT MAUNGANUI,2000291,2014-03-01,31
TAURANGA DISTRICT,Greerton/ Papamoa,TAURANGA RSA,1844,2014-03-01,31
THAMES-COROMANDEL DISTRICT,Coromandel,ADMIRALS ARMS,1506,2014-03-01,31
THAMES-COROMANDEL DISTRICT,Coromandel,COROMANDEL HOTEL,627,2014-03-01,31
THAMES-COROMANDEL DISTRICT,Coromandel,ROYAL OAK HOTEL,70,2014-03-01,31
THAMES-COROMANDEL DISTRICT,Coromandel,STAR & GARTER HOTEL,2000078,2014-03-01,31
THAMES-COROMANDEL DISTRICT,Thames,KOPU STATION HOTEL,650,2014-03-01,31
THAMES-COROMANDEL DISTRICT,Thames,PUNTERS SPORTS BAR,996,2014-03-01,31
THAMES-COROMANDEL DISTRICT,Thames,THAMES COAST BOWLING CLUB INCORPORATED,1783,2014-03-01,31
THAMES-COROMANDEL DISTRICT,Whangamata,WHANGAMATA CLUB INCORPORATED,932,2014-03-01,31
THAMES-COROMANDEL DISTRICT,Whangamata,WHANGAMATA RETURNED SERVICES ASSOCIATION INCORPORATED,550,2014-03-01,31
TIMARU DISTRICT,Geraldine,CROWN HERITAGE HOTEL,882,2014-03-01,31
TIMARU DISTRICT,Geraldine,PLEASANT POINT HOTEL,1545,2014-03-01,31
TIMARU DISTRICT,Geraldine,VILLAGE INN,2000109,2014-03-01,31
TIMARU DISTRICT,Temuka,CROWN HOTEL,1155,2014-03-01,31
TIMARU DISTRICT,Temuka,TEMUKA HOTEL,1278,2014-03-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,CHARLTON'S SILVERSTREAM,59,2014-03-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,GLASSHOUSE BAR & CAFE,976,2014-03-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,QUINN'S POST TAVERN,56,2014-03-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,RIMUTAKA TAVERN,307,2014-03-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,TAB UPPER HUTT,2000254,2014-03-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,TOTE PUB & PIZZA FURNACE,45,2014-03-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,UPPER HUTT CLUB,511,2014-03-01,31
UPPER HUTT CITY,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,UPPER HUTT COSMOPOLITAN CLUB,343,2014-03-01,31
WAIKATO DISTRICT,Ngaruwahia,DELTA HOTEL,1354,2014-03-01,31
WAIKATO DISTRICT,Ngaruwahia,NGARUAWAHIA RSA MEMORIAL CLUB,148,2014-03-01,31
WAIKATO DISTRICT,Huntly,ESSEX ARMS,415,2014-03-01,31
WAIKATO DISTRICT,Huntly,HUNTLY RSA,488,2014-03-01,31
WAIKATO DISTRICT,Huntly,MCGINTY'S TURF & SPORTS BAR,1914,2014-03-01,31
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,HARBOUR VIEW HOTEL,1361,2014-03-01,31
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,RAGLAN CLUB INCORPORATED,201,2014-03-01,31
WAIKATO DISTRICT,Raglan/ Taupiri/ Whatawhata,TAUPIRI TAVERN,640,2014-03-01,31
WAIKATO DISTRICT,Maramarua/ Rangiriri/ Te Kauwhata,RANGIRIRI HOTEL,613,2014-03-01,31
WAIKATO DISTRICT,Maramarua/ Rangiriri/ Te Kauwhata,RED FOX TAVERN,506,2014-03-01,31
WAIKATO DISTRICT,Maramarua/ Rangiriri/ Te Kauwhata,TE KAUWHATA TRUST TAVERN,869,2014-03-01,31
WAIMAKARIRI DISTRICT,Rangiora,PLOUGH HOTEL,1532,2014-03-01,31
WAIMAKARIRI DISTRICT,Rangiora,RANGIORA RSA CLUB,547,2014-03-01,31
WAIMATE DISTRICT,Waimate,WAIMATE TOWN & COUNTRY CLUB,259,2014-03-01,31
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,JOY'S PLACE,1261,2014-03-01,31
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,TE AWAMUTU & DISTRICT MEMORIAL RSA,499,2014-03-01,31
WAIPA DISTRICT,Kihikihi/ Pirongia/ Te Awamutu,WAIPA WORKINGMENS CLUB INC,197,2014-03-01,31
WAIPA DISTRICT,Cambridge,CAMBRIDGE COSMOPOLITAN CLUB,251,2014-03-01,31
WAIPA DISTRICT,Cambridge,MASONIC HOTEL (CAMBRIDGE),1508,2014-03-01,31
WAIPA DISTRICT,Cambridge,PRINCE ALBERT TAVERN,1976,2014-03-01,31
WAIPA DISTRICT,Cambridge,THE CLUBHOUSE CAFE & SPORTS BAR,1399,2014-03-01,31
WAIROA DISTRICT,Mahia Beach/ Wairoa,FERRY HOTEL,1836,2014-03-01,31
WAIROA DISTRICT,Mahia Beach/ Wairoa,WAIROA CLUB,219,2014-03-01,31
WAITAKI DISTRICT,Oamaru,GALLEON COMPLEX,1943,2014-03-01,31
WAITAKI DISTRICT,Oamaru,NORTHSTAR MOTELS RESTAURANT AND BAR,824,2014-03-01,31
WAITAKI DISTRICT,Oamaru,OAMARU CLUB,367,2014-03-01,31
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,KUROW HOTEL,1563,2014-03-01,31
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,OTEMATATA DISTRICT CLUB,548,2014-03-01,31
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,WAITAKI HOTEL,1243,2014-03-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,CASTLECLIFF CLUB INC,192,2014-03-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,CASTLECLIFF HOTEL,945,2014-03-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,RED LION INN,1917,2014-03-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,SPORTZ BAR,588,2014-03-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,TAB WANGANUI,2000125,2014-03-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,THE GRAND HOTEL,1787,2014-03-01,31
WANGANUI DISTRICT,Castlecliff/ Gonville/ Wanganui,WANGANUI EAST CLUB,347,2014-03-01,31
WELLINGTON CITY,Wellington Central,CAMBRIDGE HOTEL,1868,2014-03-01,31
WELLINGTON CITY,Wellington Central,HOTEL BRISTOL,1882,2014-03-01,31
WELLINGTON CITY,Wellington Central,JJ MURPHYS,1032,2014-03-01,31
WELLINGTON CITY,Wellington Central,LOVELOCKS SPORTS BAR,1115,2014-03-01,31
WELLINGTON CITY,Wellington Central,TAB COURTENAY PLACE,895,2014-03-01,31
WELLINGTON CITY,Wellington Central,THE GREEN MAN,2000249,2014-03-01,31
WELLINGTON CITY,Crofton Downs/ Hataitai/ Miramar/ Newlands,THE CUTTING SPORTS CAFE,940,2014-03-01,31
WELLINGTON CITY,Johnsonville/Tawa South,CLOCKWORKS,675,2014-03-01,31
WELLINGTON CITY,Johnsonville/Tawa South,JOHNSONVILLE CLUB,1151,2014-03-01,31
WELLINGTON CITY,Johnsonville/Tawa South,TAWA RSA,409,2014-03-01,31
WELLINGTON CITY,Johnsonville/Tawa South,THE INNKEEPER OF JOHNSONVILLE,871,2014-03-01,31
WELLINGTON CITY,Johnsonville/Tawa South,1841 BAR & RESTAURANT,1015,2014-03-01,31
WESTERN BAY OF PLENTY DISTRICT,Katikati,FORTA LEZA RESTAURANT,370,2014-03-01,31
WESTERN BAY OF PLENTY DISTRICT,Katikati,TALISMAN HOTEL,1438,2014-03-01,31
WESTERN BAY OF PLENTY DISTRICT,Katikati,THE BOOHAI,1052,2014-03-01,31
WESTERN BAY OF PLENTY DISTRICT,Te Puke,TE PUKE CITIZENS CLUB,352,2014-03-01,31
WESTERN BAY OF PLENTY DISTRICT,Te Puke,TE PUKE HOTEL,1934,2014-03-01,31
WESTERN BAY OF PLENTY DISTRICT,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,TE PUNA TAVERN,618,2014-03-01,31
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,BEACHFRONT HOTEL,1827,2014-03-01,31
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,FOX GLACIER HOTEL,2000085,2014-03-01,31
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,HOKITIKA CHARTERED CLUB,262,2014-03-01,31
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,PIONEER HOTEL,1637,2014-03-01,31
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,RAILWAY HOTEL,1131,2014-03-01,31
WESTLAND DISTRICT,Fox Glacier/ Franz Josef/ Hokitika,STUMPERS,1138,2014-03-01,31
WHAKATANE DISTRICT,Edgecumbe/ Matata/ Te Teko,MATATA HOTEL,1342,2014-03-01,31
WHAKATANE DISTRICT,Edgecumbe/ Matata/ Te Teko,PLAINS HOTEL,1318,2014-03-01,31
WHANGAREI DISTRICT,Whangarei Central,KENSINGTON CLUB,477,2014-03-01,31
WHANGAREI DISTRICT,Whangarei Central,KENSINGTON TAVERN,1854,2014-03-01,31
WHANGAREI DISTRICT,Whangarei Central,NGUNGURU SPORTS COMPLEX,748,2014-03-01,31
WHANGAREI DISTRICT,Whangarei Central,NORTHLAND CLUB INC,154,2014-03-01,31
WHANGAREI DISTRICT,Whangarei Central,ONERAHI TAVERN,1429,2014-03-01,31
WHANGAREI DISTRICT,Whangarei Central,POROTI TAVERN,1412,2014-03-01,31
WHANGAREI DISTRICT,Whangarei Central,THE GRAND HOTEL (WHANGAREI),2010,2014-03-01,31
WHANGAREI DISTRICT,Whangarei Central,THE WHANGAREI RETURNED SERVICES ASSOCIATION INCORPORATED,97,2014-03-01,31
WHANGAREI DISTRICT,Whangarei Central,TOTE & POKE,1265,2014-03-01,31
ASHBURTON DISTRICT,Ashburton,ASHBURTON CLUB & MUTUAL SCHOOL OF ARTS INC,378,2015-03-01,31
ASHBURTON DISTRICT,Ashburton,ASHBURTON RSA,1180,2015-03-01,31
ASHBURTON DISTRICT,Ashburton,DEVON TAVERN,704,2015-03-01,31
ASHBURTON DISTRICT,Ashburton,HOTEL ASHBURTON,710,2015-03-01,31
ASHBURTON DISTRICT,Ashburton,TINWALD TAVERN,711,2015-03-01,31
ASHBURTON DISTRICT,Hinds/ Methven/ Rakaia,BLUE PUB,1136,2015-03-01,31
ASHBURTON DISTRICT,Hinds/ Methven/ Rakaia,HINDS TAVERN,701,2015-03-01,31
ASHBURTON DISTRICT,Hinds/ Methven/ Rakaia,SOUTH RAKAIA HOTEL,1696,2015-03-01,31
ASHBURTON DISTRICT,Hinds/ Methven/ Rakaia,THE BROWN PUB,966,2015-03-01,31
AUCKLAND CITY,Newton,CHARLIES BAR,1406,2015-03-01,31
AUCKLAND CITY,Newton,FAMILY,585,2015-03-01,31
AUCKLAND CITY,Newton,MERCURY BAR,790,2015-03-01,31
AUCKLAND CITY,Otahuhu,MILESTONE BAR,1938,2015-03-01,31
AUCKLAND CITY,Otahuhu,STAR HOTEL,977,2015-03-01,31
AUCKLAND CITY,Otahuhu,GEMINI BAR,1192,2015-03-01,31
AUCKLAND CITY,Onehunga,ARTHURS BAR & GRILL,1094,2015-03-01,31
AUCKLAND CITY,Onehunga,ONEHUNGA & DISTRICT RSA,712,2015-03-01,31
AUCKLAND CITY,Onehunga,ONEHUNGA WORKINGMEN'S CLUB,463,2015-03-01,31
AUCKLAND CITY,Onehunga,THE LANDING SEAFOOD RESTAURANT & BAR,1790,2015-03-01,31
AUCKLAND CITY,Onehunga,TRIDENT TAVERN,289,2015-03-01,31
