DISTRICT,AREA_CLUSTER_OF_AREAS,VENUE_NAME,VENUE_NUMBER,DATE,INDEX
WHAKATANE DISTRICT,Whakatane Central,WHAKATANE RSA CLUB,166,2014-12-01,15
WHAKATANE DISTRICT,Whakatane Central,WHAKATANE SPORTFISHING CLUB,1965,2014-12-01,15
WHAKATANE DISTRICT,Murupara/ Ohope/ Poroporo,MURUPARA HOTEL,1865,2014-12-01,15
WHAKATANE DISTRICT,Murupara/ Ohope/ Poroporo,MURUPARA SERVICES & CITIZENS CLUB,1384,2014-12-01,15
WHAKATANE DISTRICT,Murupara/ Ohope/ Poroporo,OHOPE CHARTERED CLUB,401,2014-12-01,15
AUCKLAND CITY,Glendowie/ Orakei,CHURCHILL CLUB OF GLENDOWIE,194,2015-12-01,15
AUCKLAND CITY,Glendowie/ Orakei,THE BANQUE,1355,2015-12-01,15
AUCKLAND CITY,Glendowie/ Orakei,THE ORAKEI RETURNED SERVICES ASSOCIATION INCORPORATED,448,2015-12-01,15
AUCKLAND CITY,Manurewa,MANUREWA RSA,115,2015-12-01,15
CARTERTON DISTRICT,Carterton,CARTERTON MEMORIAL CLUB,753,2015-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,St Albans,ROBBIES BAR & BISTRO CRANFORD,1743,2015-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Hornby,SNAFU BAR,960,2015-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,COASTER'S TAVERN,1260,2015-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,HIGHWAY INN,1554,2015-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,PAPANUI CLUB,238,2015-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,REDWOOD HOTEL,982,2015-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,WAIMAKARIRI RESTAURANT TAVERN,1030,2015-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,THE PEG,1911,2015-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,ELMWOOD,1013,2015-12-01,15
FAR NORTH DISTRICT,Kaikohe,HOMESTEAD RESTAURANTS AND BARS,759,2015-12-01,15
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,GISBORNE 2ND NZEF ASSOCIATION,153,2015-12-01,15
HASTINGS DISTRICT,Hastings Central,HASTINGS RETURNED SERVICES ASSOCIATION CLUB,429,2015-12-01,15
HASTINGS DISTRICT,Hastings Central,HERETAUNGA CLUB,447,2015-12-01,15
KAPITI COAST DISTRICT,Paraparaumu,PARAPARAUMU RSA CLUB,487,2015-12-01,15
KAPITI COAST DISTRICT,Paraparaumu,THE COCK,1828,2015-12-01,15
LOWER HUTT CITY,Lower Hutt Central,CHAPELLI'S EATERY & WINE BAR,1080,2015-12-01,15
LOWER HUTT CITY,Other - Lower Hutt City,EASTBOURNE SPORTS & SERVICES CLUB,555,2015-12-01,15
NEW PLYMOUTH DISTRICT,New Plymouth Central,WEST BAR,2000280,2015-12-01,15
NEW PLYMOUTH DISTRICT,New Plymouth Central,THE BLACK HARP,1888,2015-12-01,15
ROTORUA DISTRICT,Rotorua Central,AFTER DARK,647,2015-12-01,15
ROTORUA DISTRICT,Rotorua Central,ROTORUA RETURNED SERVICES ASSOCIATION INCORPORATED,532,2015-12-01,15
ROTORUA DISTRICT,Rotorua Central,VALENTINES ROTORUA,1102,2015-12-01,15
STRATFORD DISTRICT,Stratford,STRATFORD CLUB,157,2015-12-01,15
TAUPO DISTRICT,Taupo,JCS SPORTS BAR,1218,2015-12-01,15
TAUPO DISTRICT,Taupo,MULLIGAN'S PUBLIC HOUSE,2000323,2015-12-01,15
TAUPO DISTRICT,Mangakino/ Turangi,Turangi Tavern,243,2015-12-01,15
WAITAKI DISTRICT,Kurow/ Omarama/ Otematata,OTEMATATA LAKES HOTEL,1511,2015-12-01,15
WELLINGTON CITY,Wellington Central,STADIUM BAR,1054,2015-12-01,15
WESTERN BAY OF PLENTY DISTRICT,Te Puke,TE PUKE CLUB INC,2000309,2015-12-01,15
WESTERN BAY OF PLENTY DISTRICT,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,WAIHI BEACH MEMORIAL RSA,377,2015-12-01,15
WHAKATANE DISTRICT,Whakatane Central,COBB & CO,974,2015-12-01,15
WHAKATANE DISTRICT,Whakatane Central,KOPE TURF BAR,1311,2015-12-01,15
WHAKATANE DISTRICT,Whakatane Central,OFFICE BAR & GRILL,1358,2015-12-01,15
WHAKATANE DISTRICT,Whakatane Central,THE QUART HOUSE BAR,1891,2015-12-01,15
WHAKATANE DISTRICT,Whakatane Central,WHAKATANE HOTEL,576,2015-12-01,15
WHAKATANE DISTRICT,Whakatane Central,WHAKATANE RSA CLUB,166,2015-12-01,15
WHAKATANE DISTRICT,Whakatane Central,WHAKATANE SPORTFISHING CLUB,1965,2015-12-01,15
WHAKATANE DISTRICT,Murupara/ Ohope/ Poroporo,MURUPARA HOTEL,1865,2015-12-01,15
WHAKATANE DISTRICT,Murupara/ Ohope/ Poroporo,MURUPARA SERVICES & CITIZENS CLUB,1384,2015-12-01,15
WHAKATANE DISTRICT,Murupara/ Ohope/ Poroporo,OHOPE CHARTERED CLUB,401,2015-12-01,15
AUCKLAND CITY,Manurewa,MANUREWA RSA,115,2016-12-01,15
AUCKLAND CITY,Greenhithe/ Northcote,The Malt,1468,2016-12-01,15
AUCKLAND CITY,Henderson,Westside Grille,885,2016-12-01,15
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,Taphouse Avondale,904,2016-12-01,15
AUCKLAND CITY,Gulf Harbour/ Red Beach/ Silverdale/ Stanmore Bay/ Whangaparoa,Hibiscus Coast Community Returned Services Association,1142,2016-12-01,15
AUCKLAND CITY,Glen Eden/ Kelston/ Titirangi,Workshop,900,2016-12-01,15
CARTERTON DISTRICT,Carterton,Ev's Bar,2000173,2016-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,COASTER'S TAVERN,1260,2016-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,HIGHWAY INN,1554,2016-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,PAPANUI CLUB,238,2016-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,REDWOOD HOTEL,982,2016-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,WAIMAKARIRI RESTAURANT TAVERN,1030,2016-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,THE PEG,1911,2016-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,ELMWOOD,1013,2016-12-01,15
FAR NORTH DISTRICT,Kaikohe,HOMESTEAD RESTAURANTS AND BARS,759,2016-12-01,15
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BOLLYWOOD STAR,2000104,2016-12-01,15
KAPITI COAST DISTRICT,Paraparaumu,THE COCK,1828,2016-12-01,15
LOWER HUTT CITY,Other - Lower Hutt City,EASTBOURNE SPORTS & SERVICES CLUB,555,2016-12-01,15
NEW PLYMOUTH DISTRICT,New Plymouth Central,THE BLACK HARP,1888,2016-12-01,15
NEW PLYMOUTH DISTRICT,New Plymouth Central,TAB New Plymouth,3001622,2016-12-01,15
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central/ Longburn/ Bunnythorpe,TAB Palmerston North,3001582,2016-12-01,15
ROTORUA DISTRICT,Rotorua Central,Crates n Cues Bar,647,2016-12-01,15
ROTORUA DISTRICT,Fenton Park/ Mangakakahi/ Pukehangi,Copthorne Hotel Rotorua,1921,2016-12-01,15
ROTORUA DISTRICT,Hillcrest/ Reporoa/ Tihiotonga,H2O Gaming & Sports Bar,1031,2016-12-01,15
TAUPO DISTRICT,Taupo,MULLIGAN'S PUBLIC HOUSE,2000323,2016-12-01,15
TAUPO DISTRICT,Mangakino/ Turangi,Turangi Tavern,243,2016-12-01,15
WAIMAKARIRI DISTRICT,Kaiapoi/ Oxford/ Woodend,Craft Bar and Kitchen Kaiapoi,1721,2016-12-01,15
WELLINGTON CITY,Johnsonville/Tawa South,TAB Johnsonville,3001583,2016-12-01,15
AUCKLAND CITY,Manurewa,MANUREWA RSA,115,2017-12-01,15
AUCKLAND CITY,Greenhithe/ Northcote,The Malt,1468,2017-12-01,15
AUCKLAND CITY,Henderson,Westside Grille,885,2017-12-01,15
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,Taphouse Avondale,904,2017-12-01,15
AUCKLAND CITY,Gulf Harbour/ Red Beach/ Silverdale/ Stanmore Bay/ Whangaparoa,Hibiscus Coast Community Returned Services Association,1142,2017-12-01,15
AUCKLAND CITY,Glen Eden/ Kelston/ Titirangi,Workshop,900,2017-12-01,15
CARTERTON DISTRICT,Carterton,Ev's Bar,2000173,2017-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,COASTER'S TAVERN,1260,2017-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,HIGHWAY INN,1554,2017-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,PAPANUI CLUB,238,2017-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,REDWOOD HOTEL,982,2017-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,WAIMAKARIRI RESTAURANT TAVERN,1030,2017-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,THE PEG,1911,2017-12-01,15
CHRISTCHURCH CITY INCLUDING BANKS PENINSULA WARD,Harewood/ Merivale/ Redwood/ Belfast/ Kainga,ELMWOOD,1013,2017-12-01,15
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BOLLYWOOD STAR,2000104,2017-12-01,15
NEW PLYMOUTH DISTRICT,New Plymouth Central,TAB New Plymouth,3001622,2017-12-01,15
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central/ Longburn/ Bunnythorpe,TAB Palmerston North,3001582,2017-12-01,15
ROTORUA DISTRICT,Rotorua Central,Crates n Cues Bar,647,2017-12-01,15
ROTORUA DISTRICT,Fenton Park/ Mangakakahi/ Pukehangi,Copthorne Hotel Rotorua,1921,2017-12-01,15
ROTORUA DISTRICT,Hillcrest/ Reporoa/ Tihiotonga,H2O Gaming & Sports Bar,1031,2017-12-01,15
WAIMAKARIRI DISTRICT,Kaiapoi/ Oxford/ Woodend,Craft Bar and Kitchen Kaiapoi,1721,2017-12-01,15
WELLINGTON CITY,Johnsonville/Tawa South,TAB Johnsonville,3001583,2017-12-01,15
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,Taphouse Avondale,904,2018-12-01,15
AUCKLAND CITY,Glen Eden/ Kelston/ Titirangi,Workshop,900,2018-12-01,15
AUCKLAND CITY,Greenhithe/ Northcote,The Malt,1468,2018-12-01,15
AUCKLAND CITY,Gulf Harbour/ Red Beach/ Silverdale/ Stanmore Bay/ Whangaparoa,Hibiscus Coast Community Returned Services Association,1142,2018-12-01,15
AUCKLAND CITY,Henderson,Westside Grille,885,2018-12-01,15
CARTERTON DISTRICT,Carterton,Ev's Bar,2000173,2018-12-01,15
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BOLLYWOOD STAR,2000104,2018-12-01,15
NEW PLYMOUTH DISTRICT,New Plymouth Central,TAB New Plymouth,3001622,2018-12-01,15
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central/ Longburn/ Bunnythorpe,TAB Palmerston North,3001582,2018-12-01,15
ROTORUA DISTRICT,Fenton Park/ Mangakakahi/ Pukehangi,Copthorne Hotel Rotorua,1921,2018-12-01,15
ROTORUA DISTRICT,Hillcrest/ Reporoa/ Tihiotonga,H2O Gaming & Sports Bar,1031,2018-12-01,15
ROTORUA DISTRICT,Rotorua Central,Crates n Cues Bar,647,2018-12-01,15
WAIMAKARIRI DISTRICT,Kaiapoi/ Oxford/ Woodend,Craft Bar and Kitchen Kaiapoi,1721,2018-12-01,15
WELLINGTON CITY,Johnsonville/Tawa South,TAB Johnsonville,3001583,2018-12-01,15
AUCKLAND CITY,Avondale/ Grey Lynn/ Herne Bay,Taphouse Avondale,904,2019-12-01,15
AUCKLAND CITY,Glen Eden/ Kelston/ Titirangi,Workshop,900,2019-12-01,15
AUCKLAND CITY,Greenhithe/ Northcote,The Malt,1468,2019-12-01,15
AUCKLAND CITY,Gulf Harbour/ Red Beach/ Silverdale/ Stanmore Bay/ Whangaparoa,Hibiscus Coast Community Returned Services Association,1142,2019-12-01,15
AUCKLAND CITY,Henderson,Westside Grille,885,2019-12-01,15
CARTERTON DISTRICT,Carterton,Ev's Bar,2000173,2019-12-01,15
GISBORNE DISTRICT,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,BOLLYWOOD STAR,2000104,2019-12-01,15
NEW PLYMOUTH DISTRICT,New Plymouth Central,TAB New Plymouth,3001622,2019-12-01,15
PALMERSTON NORTH CITY,Ashhurst/ Palmerston North Central/ Longburn/ Bunnythorpe,TAB Palmerston North,3001582,2019-12-01,15
