TA,AREA_CLUSTER_OF_AREAS,VENUE_NAME,VENUE_NUMBER,DATE,INDEX
rotorua district,Hillcrest/ Reporoa/ Tihiotonga,ROTORUA COMMERCIAL TRAVELLERS ASSOCIATION INCORPORATED,264,2016-12-01,31
rotorua district,Hillcrest/ Reporoa/ Tihiotonga,WOOLSHED TAVERN,1408,2016-12-01,31
ruapehu district,Taumarunui Central,TAUMARUNUI COSMOPOLITAN CLUB,136,2016-12-01,31
ruapehu district,Taumarunui Central,TAUMARUNUI RSA CLUB,261,2016-12-01,31
ruapehu district,Ohakune/ Raetihi/ Waioru,OASIS HOTEL (WAIOURU),1608,2016-12-01,31
ruapehu district,Ohakune/ Raetihi/ Waioru,OHAKUNE CLUB,365,2016-12-01,31
ruapehu district,Ohakune/ Raetihi/ Waioru,RAETIHI COSMOPOLITAN CLUB INC,657,2016-12-01,31
south taranaki district,Hawera/Patea/Waverley,CLARENDON HOTEL,1649,2016-12-01,31
south taranaki district,Hawera/Patea/Waverley,SOUTH TARANAKI CLUB,325,2016-12-01,31
south taranaki district,Hawera/Patea/Waverley,WHITE HART HOTEL (HAWERA),1008,2016-12-01,31
south taranaki district,Eltham/Kaponga/Manaia/Opunake,CLUB HOTEL,1466,2016-12-01,31
south taranaki district,Eltham/Kaponga/Manaia/Opunake,CORONATION HOTEL,1360,2016-12-01,31
south taranaki district,Eltham/Kaponga/Manaia/Opunake,OPUNAKE SURF INN,1194,2016-12-01,31
south taranaki district,Eltham/Kaponga/Manaia/Opunake,WAIMATE HOTEL MANAIA,1283,2016-12-01,31
south waikato district,Tokoroa,THE TREES TAVERN,1703,2016-12-01,31
south waikato district,Tokoroa,TOKOROA CLUB,284,2016-12-01,31
south waikato district,Tokoroa,TOKOROA COSMOPOLITAN CLUB,199,2016-12-01,31
south waikato district,Putaruru/ Tirau,HOG AND HOUNDS SPORTS BAR,1972,2016-12-01,31
south waikato district,Putaruru/ Tirau,THE CROWN & ANCHOR,2000158,2016-12-01,31
southland district,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,PIONEER TAVERN,862,2016-12-01,31
southland district,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,THREE RIVERS HOTEL,872,2016-12-01,31
southland district,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,TOKANUI TAVERN,873,2016-12-01,31
southland district,Edendale/ Tokanui/ Waituna/ Woodlands/ Wyndham,WALLACETOWN TAVERN,1004,2016-12-01,31
southland district,Lumsden/ Manapouri/ Riversdale/ Tutapere,RIVERSDALE HOTEL,1237,2016-12-01,31
southland district,Lumsden/ Manapouri/ Riversdale/ Tutapere,WAIAU HOTEL (TUATAPERE),1464,2016-12-01,31
southland district,Lumsden/ Manapouri/ Riversdale/ Tutapere,WAIAU TOWN & COUNTRY CLUB,521,2016-12-01,31
southland district,Te Anau,RANCH CAFE AND BAR,1251,2016-12-01,31
southland district,Te Anau,TE ANAU CLUB,723,2016-12-01,31
southland district,Te Anau,MOOSE TAVERN,1722,2016-12-01,31
tararua district,Pahiatua,CLUB HOTEL,1363,2016-12-01,31
tararua district,Pahiatua,TARARUA CLUB,356,2016-12-01,31
tasman district,Brightwater/ Mapua/ Tapawera/ Wakefield,BRIGHTWATER MOTOR INN,1591,2016-12-01,31
tasman district,Brightwater/ Mapua/ Tapawera/ Wakefield,TAPAWERA HOTEL,988,2016-12-01,31
tasman district,Brightwater/ Mapua/ Tapawera/ Wakefield,WAKEFIELD HOTEL,1647,2016-12-01,31
tasman district,Richmond,CLUB WAIMEA,215,2016-12-01,31
tasman district,Richmond,THE STABLES,1407,2016-12-01,31
tasman district,Richmond,STAR AND GARTER TAVERN,1593,2016-12-01,31
tauranga district,Tauranga Central,CRUZAZ BAR CAFE,631,2016-12-01,31
tauranga district,Tauranga Central,JUDEA TAVERN,1919,2016-12-01,31
tauranga district,Tauranga Central,MARTY'S POOL BAR,674,2016-12-01,31
tauranga district,Tauranga Central,MCSWIGGANS IRISH PUB,1677,2016-12-01,31
tauranga district,Tauranga Central,RENNERS BAR,1455,2016-12-01,31
tauranga district,Tauranga Central,ROSSCO'S CAFE AND BAR,1640,2016-12-01,31
tauranga district,Tauranga Central,TAB CAMERON ROAD,2000238,2016-12-01,31
tauranga district,Tauranga Central,TAURANGA CITIZENS CLUB,63,2016-12-01,31
tauranga district,Tauranga Central,TAURANGA GAME FISHING CLUB (INC),137,2016-12-01,31
tauranga district,Tauranga Central,TENPIN TAURANGA,606,2016-12-01,31
tauranga district,Tauranga Central,WELCOME BAY SPORTS BAR,1975,2016-12-01,31
tauranga district,Tauranga Central,WORLDS END,831,2016-12-01,31
tauranga district,Mt Maunganui,CHEERS TAVERN,1643,2016-12-01,31
tauranga district,Mt Maunganui,IMBIBE,2000255,2016-12-01,31
tauranga district,Mt Maunganui,MOUNT MELLICK,826,2016-12-01,31
tauranga district,Mt Maunganui,ROSIE O'GRADYS IRISH PUB,373,2016-12-01,31
tauranga district,Mt Maunganui,TAB MOUNT MAUNGANUI,2000241,2016-12-01,31
tauranga district,Mt Maunganui,CLUB MOUNT MAUNGANUI,2000291,2016-12-01,31
tauranga district,Greerton/ Papamoa,TAURANGA RSA,1844,2016-12-01,31
thames-coromandel district,Coromandel,ADMIRALS ARMS,1506,2016-12-01,31
thames-coromandel district,Coromandel,COROMANDEL HOTEL,627,2016-12-01,31
thames-coromandel district,Coromandel,ROYAL OAK HOTEL,70,2016-12-01,31
thames-coromandel district,Coromandel,STAR & GARTER HOTEL,2000078,2016-12-01,31
thames-coromandel district,Thames,KOPU STATION HOTEL,650,2016-12-01,31
thames-coromandel district,Thames,PUNTERS SPORTS BAR,996,2016-12-01,31
thames-coromandel district,Thames,THAMES COAST BOWLING CLUB INCORPORATED,1783,2016-12-01,31
thames-coromandel district,Whangamata,WHANGAMATA CLUB INCORPORATED,932,2016-12-01,31
thames-coromandel district,Whangamata,WHANGAMATA RETURNED SERVICES ASSOCIATION INCORPORATED,550,2016-12-01,31
timaru district,Geraldine,CROWN HERITAGE HOTEL,882,2016-12-01,31
timaru district,Geraldine,PLEASANT POINT HOTEL,1545,2016-12-01,31
timaru district,Geraldine,VILLAGE INN,2000109,2016-12-01,31
timaru district,Temuka,CROWN HOTEL,1155,2016-12-01,31
timaru district,Temuka,TEMUKA HOTEL,1278,2016-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,CHARLTON'S SILVERSTREAM,59,2016-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,GLASSHOUSE BAR & CAFE,976,2016-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,QUINN'S POST TAVERN,56,2016-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,RIMUTAKA TAVERN,307,2016-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,TAB UPPER HUTT,2000254,2016-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,TOTE PUB & PIZZA FURNACE,45,2016-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,UPPER HUTT CLUB,511,2016-12-01,31
upper hutt city,Heretaunga-Silverstream/ Trentham/ Upper Hutt Central,UPPER HUTT COSMOPOLITAN CLUB,343,2016-12-01,31
waikato district,Ngaruwahia,DELTA HOTEL,1354,2016-12-01,31
waikato district,Ngaruwahia,NGARUAWAHIA RSA MEMORIAL CLUB,148,2016-12-01,31
waikato district,Huntly,ESSEX ARMS,415,2016-12-01,31
waikato district,Huntly,HUNTLY RSA,488,2016-12-01,31
waikato district,Huntly,MCGINTY'S TURF & SPORTS BAR,1914,2016-12-01,31
waikato district,Raglan/ Taupiri/ Whatawhata,HARBOUR VIEW HOTEL,1361,2016-12-01,31
waikato district,Raglan/ Taupiri/ Whatawhata,RAGLAN CLUB INCORPORATED,201,2016-12-01,31
waikato district,Raglan/ Taupiri/ Whatawhata,TAUPIRI TAVERN,640,2016-12-01,31
waikato district,Maramarua/ Rangiriri/ Te Kauwhata,RANGIRIRI HOTEL,613,2016-12-01,31
waikato district,Maramarua/ Rangiriri/ Te Kauwhata,RED FOX TAVERN,506,2016-12-01,31
waikato district,Maramarua/ Rangiriri/ Te Kauwhata,TE KAUWHATA TRUST TAVERN,869,2016-12-01,31
waimakariri district,Rangiora,PLOUGH HOTEL,1532,2016-12-01,31
waimakariri district,Rangiora,RANGIORA RSA CLUB,547,2016-12-01,31
waimate district,Waimate,WAIMATE TOWN & COUNTRY CLUB,259,2016-12-01,31
waipa district,Kihikihi/ Pirongia/ Te Awamutu,JOY'S PLACE,1261,2016-12-01,31
waipa district,Kihikihi/ Pirongia/ Te Awamutu,TE AWAMUTU & DISTRICT MEMORIAL RSA,499,2016-12-01,31
waipa district,Kihikihi/ Pirongia/ Te Awamutu,WAIPA WORKINGMENS CLUB INC,197,2016-12-01,31
waipa district,Cambridge,CAMBRIDGE COSMOPOLITAN CLUB,251,2016-12-01,31
waipa district,Cambridge,MASONIC HOTEL (CAMBRIDGE),1508,2016-12-01,31
waipa district,Cambridge,PRINCE ALBERT TAVERN,1976,2016-12-01,31
waipa district,Cambridge,THE CLUBHOUSE CAFE & SPORTS BAR,1399,2016-12-01,31
wairoa district,Mahia Beach/ Wairoa,FERRY HOTEL,1836,2016-12-01,31
wairoa district,Mahia Beach/ Wairoa,WAIROA CLUB,219,2016-12-01,31
waitaki district,Oamaru,GALLEON COMPLEX,1943,2016-12-01,31
waitaki district,Oamaru,NORTHSTAR MOTELS RESTAURANT AND BAR,824,2016-12-01,31
waitaki district,Oamaru,OAMARU CLUB,367,2016-12-01,31
waitaki district,Kurow/ Omarama/ Otematata,KUROW HOTEL,1563,2016-12-01,31
waitaki district,Kurow/ Omarama/ Otematata,OTEMATATA DISTRICT CLUB,548,2016-12-01,31
waitaki district,Kurow/ Omarama/ Otematata,WAITAKI HOTEL,1243,2016-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,CASTLECLIFF CLUB INC,192,2016-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,CASTLECLIFF HOTEL,945,2016-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,RED LION INN,1917,2016-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,SPORTZ BAR,588,2016-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,TAB WANGANUI,2000125,2016-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,THE GRAND HOTEL,1787,2016-12-01,31
wanganui district,Castlecliff/ Gonville/ Wanganui,WANGANUI EAST CLUB,347,2016-12-01,31
wellington city,Wellington Central,CAMBRIDGE HOTEL,1868,2016-12-01,31
wellington city,Wellington Central,HOTEL BRISTOL,1882,2016-12-01,31
wellington city,Wellington Central,JJ MURPHYS,1032,2016-12-01,31
wellington city,Wellington Central,LOVELOCKS SPORTS BAR,1115,2016-12-01,31
wellington city,Wellington Central,TAB COURTENAY PLACE,895,2016-12-01,31
wellington city,Wellington Central,THE GREEN MAN,2000249,2016-12-01,31
wellington city,Crofton Downs/ Hataitai/ Miramar/ Newlands,THE CUTTING SPORTS CAFE,940,2016-12-01,31
wellington city,Johnsonville/Tawa South,CLOCKWORKS,675,2016-12-01,31
wellington city,Johnsonville/Tawa South,JOHNSONVILLE CLUB,1151,2016-12-01,31
wellington city,Johnsonville/Tawa South,TAWA RSA,409,2016-12-01,31
wellington city,Johnsonville/Tawa South,THE INNKEEPER OF JOHNSONVILLE,871,2016-12-01,31
wellington city,Johnsonville/Tawa South,1841 BAR & RESTAURANT,1015,2016-12-01,31
western bay of plenty district,Katikati,FORTA LEZA RESTAURANT,370,2016-12-01,31
western bay of plenty district,Katikati,TALISMAN HOTEL,1438,2016-12-01,31
western bay of plenty district,Katikati,THE BOOHAI,1052,2016-12-01,31
western bay of plenty district,Te Puke,TE PUKE CITIZENS CLUB,352,2016-12-01,31
western bay of plenty district,Te Puke,TE PUKE HOTEL,1934,2016-12-01,31
western bay of plenty district,Omokoroa/ Pukehina/ Te Puna/ Waihi Beach,TE PUNA TAVERN,618,2016-12-01,31
westland district,Fox Glacier/ Franz Josef/ Hokitika,BEACHFRONT HOTEL,1827,2016-12-01,31
westland district,Fox Glacier/ Franz Josef/ Hokitika,FOX GLACIER HOTEL,2000085,2016-12-01,31
westland district,Fox Glacier/ Franz Josef/ Hokitika,HOKITIKA CHARTERED CLUB,262,2016-12-01,31
westland district,Fox Glacier/ Franz Josef/ Hokitika,PIONEER HOTEL,1637,2016-12-01,31
westland district,Fox Glacier/ Franz Josef/ Hokitika,RAILWAY HOTEL,1131,2016-12-01,31
westland district,Fox Glacier/ Franz Josef/ Hokitika,STUMPERS,1138,2016-12-01,31
whakatane district,Edgecumbe/ Matata/ Te Teko,MATATA HOTEL,1342,2016-12-01,31
whakatane district,Edgecumbe/ Matata/ Te Teko,PLAINS HOTEL,1318,2016-12-01,31
whangarei district,Whangarei Central,KENSINGTON CLUB,477,2016-12-01,31
whangarei district,Whangarei Central,KENSINGTON TAVERN,1854,2016-12-01,31
whangarei district,Whangarei Central,NGUNGURU SPORTS COMPLEX,748,2016-12-01,31
whangarei district,Whangarei Central,NORTHLAND CLUB INC,154,2016-12-01,31
whangarei district,Whangarei Central,ONERAHI TAVERN,1429,2016-12-01,31
whangarei district,Whangarei Central,POROTI TAVERN,1412,2016-12-01,31
whangarei district,Whangarei Central,THE GRAND HOTEL (WHANGAREI),2010,2016-12-01,31
whangarei district,Whangarei Central,THE WHANGAREI RETURNED SERVICES ASSOCIATION INCORPORATED,97,2016-12-01,31
whangarei district,Whangarei Central,TOTE & POKE,1265,2016-12-01,31
ashburton district,Ashburton,ASHBURTON CLUB & MUTUAL SCHOOL OF ARTS INC,378,2017-12-01,31
ashburton district,Ashburton,ASHBURTON RSA,1180,2017-12-01,31
ashburton district,Ashburton,DEVON TAVERN,704,2017-12-01,31
ashburton district,Ashburton,HOTEL ASHBURTON,710,2017-12-01,31
ashburton district,Ashburton,TINWALD TAVERN,711,2017-12-01,31
ashburton district,Hinds/ Methven/ Rakaia,BLUE PUB,1136,2017-12-01,31
ashburton district,Hinds/ Methven/ Rakaia,HINDS TAVERN,701,2017-12-01,31
ashburton district,Hinds/ Methven/ Rakaia,SOUTH RAKAIA HOTEL,1696,2017-12-01,31
ashburton district,Hinds/ Methven/ Rakaia,THE BROWN PUB,966,2017-12-01,31
auckland city,Newton,CHARLIES BAR,1406,2017-12-01,31
auckland city,Newton,FAMILY,585,2017-12-01,31
auckland city,Newton,MERCURY BAR,790,2017-12-01,31
auckland city,Otahuhu,MILESTONE BAR,1938,2017-12-01,31
auckland city,Otahuhu,STAR HOTEL,977,2017-12-01,31
auckland city,Otahuhu,GEMINI BAR,1192,2017-12-01,31
auckland city,Onehunga,ARTHURS BAR & GRILL,1094,2017-12-01,31
auckland city,Onehunga,ONEHUNGA & DISTRICT RSA,712,2017-12-01,31
auckland city,Onehunga,ONEHUNGA WORKINGMEN'S CLUB,463,2017-12-01,31
auckland city,Onehunga,THE LANDING SEAFOOD RESTAURANT & BAR,1790,2017-12-01,31
auckland city,Onehunga,TRIDENT TAVERN,289,2017-12-01,31
auckland city,Epsom/ Mt Eden/ Parnell,THE AUCKLAND TROTTING CLUB,179,2017-12-01,31
auckland city,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,BLOCKHOUSE BAY BOWLING CLUB,731,2017-12-01,31
auckland city,Blockhouse Bay/ Lynfield/ Owairaka/ Mount Albert,HOPS N HOOVES,811,2017-12-01,31
auckland city,Point Chevalier,HARLEQUINS,581,2017-12-01,31
auckland city,Point Chevalier,POINT CHEVALIER BOWLING CLUB,1387,2017-12-01,31
auckland city,Point Chevalier,THE CROWN HOTEL,575,2017-12-01,31
auckland city,Balmoral/ Glen Innes/ Kingsland,JACKS,1391,2017-12-01,31
auckland city,Balmoral/ Glen Innes/ Kingsland,TAB GLEN INNES,902,2017-12-01,31
auckland city,Balmoral/ Glen Innes/ Kingsland,THE COURTYARD BAR,1847,2017-12-01,31
auckland city,Panmure,LANDMARK BAR & EATERY,345,2017-12-01,31
auckland city,Panmure,MT WELLINGTON BOWLING CLUB,539,2017-12-01,31
auckland city,Panmure,THE CORNER BAR,344,2017-12-01,31
auckland city,Avondale/ Grey Lynn/ Herne Bay,AVONDALE RETURNED SERVICES ASSOCIATION,362,2017-12-01,31
auckland city,Avondale/ Grey Lynn/ Herne Bay,GREY LYNN RETURNED SERVICES SOCIAL CLUB INCORPORATED,399,2017-12-01,31
auckland city,Avondale/ Grey Lynn/ Herne Bay,GREY LYNN TAVERN,795,2017-12-01,31
buller district,Westport,BLACK AND WHITE HOTEL,1628,2017-12-01,31
buller district,Westport,CLUB BULLER,359,2017-12-01,31
buller district,Westport,COSMOPOLITAN HOTEL,270,2017-12-01,31
buller district,Westport,CRITERION HOTEL (WESTPORT),10,2017-12-01,31
central otago district,Alexandra,ALEXANDRA DISTRICT CLUB,68,2017-12-01,31
central otago district,Alexandra,CRITERION CLUB HOTEL,1650,2017-12-01,31
central otago district,Alexandra,STADIUM TAVERN,953,2017-12-01,31
central otago district,Cromwell,CROMWELL BREW HOUSE,1420,2017-12-01,31
central otago district,Cromwell,CROMWELL TOWN & COUNTRY CLUB,112,2017-12-01,31
central otago district,Cromwell,VICTORIA ARMS HOTEL,1715,2017-12-01,31
chatham islands district,Chatham Islands,HOTEL CHATHAMS,33,2017-12-01,31
clutha district,Kaitangata/ Milton/ Owaka,CATLINS INN,879,2017-12-01,31
clutha district,Kaitangata/ Milton/ Owaka,WHITE HORSE INN,877,2017-12-01,31
clutha district,Clinton/ Heriot/ Lawrence/ Tapanui,FOREST LODGE HOTEL,887,2017-12-01,31
clutha district,Clinton/ Heriot/ Lawrence/ Tapanui,HERIOT HOTEL,1548,2017-12-01,31
clutha district,Clinton/ Heriot/ Lawrence/ Tapanui,OAK TREE INN,825,2017-12-01,31
clutha district,Clinton/ Heriot/ Lawrence/ Tapanui,COACHES & HORSES INN,881,2017-12-01,31
clutha district,Balclutha,HOTEL SOUTH OTAGO,889,2017-12-01,31
clutha district,Balclutha,ROSEBANK LODGE,865,2017-12-01,31
clutha district,Balclutha,SOUTH OTAGO TOWN AND COUNTRY CLUB,426,2017-12-01,31
dunedin city,Concord/ Kew/ Mornington,CONCORD INN,848,2017-12-01,31
dunedin city,Concord/ Kew/ Mornington,MORNINGTON TAVERN,1723,2017-12-01,31
dunedin city,Concord/ Kew/ Mornington,WATERLOO HOTEL,1072,2017-12-01,31
dunedin city,Mosgiel,CROFTERS ARMS HOTEL,818,2017-12-01,31
dunedin city,Mosgiel,MOSGIEL TAVERN,1495,2017-12-01,31
dunedin city,Mosgiel,NELLIES HOTEL,851,2017-12-01,31
dunedin city,St Kilda,FORBURY SPORTS BAR & FUNCTION CENTRE,1533,2017-12-01,31
dunedin city,St Kilda,OCEAN BEACH HOTEL,843,2017-12-01,31
far north district,Kaitaia,FAR NORTH (KAITAIA) RSA,914,2017-12-01,31
far north district,Kaitaia,MUSSEL ROCK,760,2017-12-01,31
far north district,Paihia,KLONDIKE ALE HOUSE,1676,2017-12-01,31
far north district,Paihia,PAIHIA EX-SERVICEMEN'S ASSOCIATION,936,2017-12-01,31
far north district,Kaikohe,THE BANK BAR,763,2017-12-01,31
far north district,Hukerenui/Kawakawa/ Moerewa/ Opua/ Russell,KLONDIKES SEAFOOD CAFE AND TAVERN,1531,2017-12-01,31
far north district,Hukerenui/Kawakawa/ Moerewa/ Opua/ Russell,KAWAKAWA AND DISTRICT RSA,694,2017-12-01,31
gisborne district,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,GISBORNE COSMOPOLITAN CLUB INC,552,2017-12-01,31
gisborne district,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,GISBORNE TATAPOURI SPORTS FISHING CLUB,82,2017-12-01,31
gisborne district,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,RUATORIA HOTEL,1871,2017-12-01,31
gisborne district,Gisborne Central/ Kaiti/ Ruatoria/ Tokomaru Bay,THE RIVERS,2000093,2017-12-01,31
gore district,Gore/ Mataura,CROYDON LODGE,2000258,2017-12-01,31
gore district,Gore/ Mataura,FALLS HOTEL,883,2017-12-01,31
gore district,Gore/ Mataura,GORE DISTRICT MEMORIAL RSA INC,1208,2017-12-01,31
gore district,Gore/ Mataura,GORE TOWN & COUNTRY CLUB,1178,2017-12-01,31
gore district,Gore/ Mataura,LONGFORD TAVERN,891,2017-12-01,31
gore district,Gore/ Mataura,MATAURA RSA,1215,2017-12-01,31
gore district,Gore/ Mataura,TRAFFERS INN,874,2017-12-01,31
hamilton city,Claudelands,5 CROSSROADS SPORTS BAR AND CAFE,633,2017-12-01,31
hamilton city,Claudelands,HAMILTON COSMOPOLITAN CLUB INCORPORATED,699,2017-12-01,31
hamilton city,Claudelands,HILLCREST TAVERN,834,2017-12-01,31
hamilton city,Frankton,ALEWAYS HOTEL,1350,2017-12-01,31
hamilton city,Hamilton Central,HAMILTON COMBINED RETURNED SERVICES CLUB INCORPORATED,109,2017-12-01,31
hamilton city,Hamilton Central,HAMILTON WORKINGMEN'S CLUB,84,2017-12-01,31
hamilton city,Hamilton Central,SMITH & MCKENZIE CHOPHOUSE,1425,2017-12-01,31
hamilton city,Hamilton Central,STILL WORKING,762,2017-12-01,31
hamilton city,Hamilton Central,TAB TE RAPA,2000239,2017-12-01,31
hamilton city,Hamilton Central,THE DINSDALE OFFICE,755,2017-12-01,31
hamilton city,Hamilton Central,THE RIV,1242,2017-12-01,31
hamilton city,Hamilton Central,WAIKATO COMMERCE CLUB,446,2017-12-01,31
hamilton city,Hamilton Central,BAR 101,1148,2017-12-01,31
hamilton city,Hamilton Central,THE QUADRANT,1915,2017-12-01,31
hamilton city,Dinsdale/ Hillcrest/ Pukete,DINSDALE TAVERN,1035,2017-12-01,31
hamilton city,Dinsdale/ Hillcrest/ Pukete,THE COCK AND BULL (HAMILTON),2000215,2017-12-01,31
hamilton city,Glenview/ hamilton East,EASTSIDE TAVERN,1092,2017-12-01,31
hamilton city,Glenview/ hamilton East,GLENVIEW CLUB,507,2017-12-01,31
hamilton city,Nawton/ Te Rapa,TE RAPA TAVERN,1902,2017-12-01,31
hamilton city,Nawton/ Te Rapa,YARDHOUSE,590,2017-12-01,31
hastings district,Hastings Central,MAGPIES,732,2017-12-01,31
hastings district,Hastings Central,NATIONAL SERVICE CLUB,444,2017-12-01,31
hastings district,Hastings Central,STORTFORD LODGE SOCIAL CLUB,676,2017-12-01,31
hastings district,Hastings Central,TAB STORTFORD LODGE,896,2017-12-01,31
hastings district,Hastings Central,THE ELBOWROOM SPORTS BAR,735,2017-12-01,31
hastings district,Hastings Central,ZABEELS SPORTS BAR,679,2017-12-01,31
hastings district,Clive/ Flaxmere East/ Havelock North,CLIVE HOTEL,733,2017-12-01,31
hastings district,Clive/ Flaxmere East/ Havelock North,FLAXMERE TAVERN,305,2017-12-01,31
hastings district,Clive/ Flaxmere East/ Havelock North,HAVELOCK NORTH CLUB,501,2017-12-01,31
hastings district,Clive/ Flaxmere East/ Havelock North,TURK'S BAR,737,2017-12-01,31
horowhenua district,Levin,FATBOYZ BAR COBB AND CO,395,2017-12-01,31
horowhenua district,Levin,LEVIN CLUB,659,2017-12-01,31
horowhenua district,Levin,LEVIN COSMOPOLITAN CLUB,439,2017-12-01,31
horowhenua district,Levin,LEVIN SPORTS BAR,1456,2017-12-01,31
horowhenua district,Levin,O'MALLEY'S BAR,1262,2017-12-01,31
horowhenua district,Foxton/Mangaore-Manakau/ Shannon,FOXTON RETURNED SERVICES ASSOCIATION,98,2017-12-01,31
invercargill city,Appleby/ Glengarry/ Strathern,GLENGARRY TAVERN AKA EASTERN SUBURBS TAVERN,1170,2017-12-01,31
invercargill city,Appleby/ Glengarry/ Strathern,NORTHERN TAVERN,527,2017-12-01,31
invercargill city,Appleby/ Glengarry/ Strathern,SOUTHLAND TAVERN,528,2017-12-01,31
invercargill city,Bluff/Clifton/ Newfield/ Richmond,CLIFTON CLUB INN,1167,2017-12-01,31
invercargill city,Bluff/Clifton/ Newfield/ Richmond,GLASINE CAFE,1329,2017-12-01,31
invercargill city,Bluff/Clifton/ Newfield/ Richmond,GOLDEN AGE TAVERN,1044,2017-12-01,31
invercargill city,Bluff/Clifton/ Newfield/ Richmond,NEWFIELD TAVERN,1168,2017-12-01,31
kaipara district,Dargaville,NORTHERN WAIROA HOTEL,636,2017-12-01,31
kaipara district,Dargaville,NORTHERN WAIROA RETURNED SERVICES ASSOCIATION,672,2017-12-01,31
kapiti coast district,Paraparaumu,GOLDEN COAST CHARTERED CLUB,516,2017-12-01,31
kapiti coast district,Paraparaumu,KAPITI CLUB,471,2017-12-01,31
kapiti coast district,Paraparaumu,THE PINETREE ARMS,1457,2017-12-01,31
kapiti coast district,Otaki,FAMILY HOTEL,1441,2017-12-01,31
